"Ticket","Division"
"19018099999900510061","CORRER"
"19018099999900492322","CORRER"
"19018099999900501388","CORRER"
"19018099999900513448","CORRER"
"19018099999900522147","CORRER"
"19018099999900519503","CORRER"
"19018099999900524351","CORRER"
"19018099999900515478","CORRER"
"19018099999900490392","CORRER"
"19018099999900484828","CORRER"
"19018099999900502307","CORRER"
"19018099999900515481","CORRER"
"19018099999900530211","CORRER"
"19018099999900487522","CORRER"
"19018099999900522475","CORRER"
"19018099999900488525","CORRER"
"19018099999900514555","CORRER"
"19018099999900525233","CORRER"
"19018099999900499432","CORRER"
"19018099999900533715","CORRER"
"19018099999900532770","CORRER"
"19018099999900495532","CORRER"
"19018099999900495534","CORRER"
"19018099999900506144","CORRER"
"19018099999900527646","CORRER"
"19018099999900527647","CORRER"
"19018099999900501672","CORRER"
"19018099999900489446","CORRER"
"19018099999900508187","CORRER"
"19018099999900511272","CORRER"
"19018099999900516375","CORRER"
"19018099999900510088","CORRER"
"19018099999900500713","CORRER"
"19018099999900490421","CORRER"
"19018099999900504538","CORRER"
"19018099999900502330","CORRER"
"19018099999900523417","CORRER"
"19018099999900531939","CORRER"
"19018099999900505139","CORRER"
"19018099999900516382","CORRER"
"19018099999900513791","CORRER"
"19018099999900499456","CORRER"
"19018099999900507538","CORRER"
"19018099999900512835","CORRER"
"19018099999900527326","CORRER"
"19018099999900489470","CORRER"
"19018099999900530551","CORRER"
"19018099999900527333","CORRER"
"19018099999900533749","CORRER"
"19018099999900486650","CORRER"
"19018099999900504552","CORRER"
"19018099999900532509","CORRER"
"19018099999900527335","CORRER"
"19018099999900493407","CORRER"
"19018099999900513806","CORRER"
"19018099999900518428","CORRER"
"19018099999900516391","CORRER"
"19018099999900496551","CORRER"
"19018099999900530263","CORRER"
"19018099999900525653","CORRER"
"19018099999900510625","CORRER"
"19018099999900528019","CORRER"
"19018099999900527686","CORRER"
"19018099999900533410","CORRER"
"19018099999900512566","CORRER"
"19018099999900536071","CORRER"
"19018099999900518437","CORRER"
"19018099999900516406","CORRER"
"19018099999900505836","CORRER"
"19018099999900514896","CORRER"
"19018099999900510121","CORRER"
"19018099999900504277","CORRER"
"19018099999900510121","CORRER"
"19018099999900535734","CORRER"
"19018099999900519478","CORRER"
"19018099999900527361","CORRER"
"19018099999900492370","CORRER"
"19018099999900508543","CORRER"
"19018099999900507916","CORRER"
"19018099999900536662","CORRER"
"19018099999900498858","CORRER"
"19018099999900524417","CORRER"
"19018099999900493071","CORRER"
"19018099999900518463","CORRER"
"19018099999900495605","CORRER"
"19018099999900518464","CORRER"
"19018099999900508227","CORRER"
"19018099999900512875","CORRER"
"19018099999900531148","CORRER"
"19018099999900525309","CORRER"
"19018099999900492388","CORRER"
"19018099999900519491","CORRER"
"19018099999900496572","CORRER"
"19018099999900517717","CORRER"
"19018099999900528354","CORRER"
"19018099999900496572","CORRER"
"19018099999900501463","CORRER"
"19018099999900504302","CORRER"
"19018099999900531997","CORRER"
"19018099999900525322","CORRER"
"19018099999900509197","CORRER"
"19018099999900530311","CORRER"
"19018099999900492400","CORRER"
"19018099999900527390","CORRER"
"19018099999900504307","CORRER"
"19018099999900531155","CORRER"
"19018099999900512888","CORRER"
"19018099999900530313","CORRER"
"19018099999900533456","CORRER"
"19018099999900491188","CORRER"
"19018099999900519866","CORRER"
"19018099999900504425","CORRER"
"19018099999900527527","CORRER"
"19018099999900515677","CORRER"
"19018099999900524554","CORRER"
"19018099999900518485","CORRER"
"19018099999900493475","CORRER"
"19018099999900513256","CORRER"
"19018099999900503347","CORRER"
"19018099999900519520","CORRER"
"19018099999900519521","CORRER"
"19018099999900502408","CORRER"
"19018099999900513871","CORRER"
"19018099999900514395","CORRER"
"19018099999900483998","CORRER"
"19018099999900489561","CORRER"
"19018099999900489561","CORRER"
"19018099999900520924","CORRER"
"19018099999900528655","CORRER"
"19018099999900530325","CORRER"
"19018099999900492423","CORRER"
"19018099999900531182","CORRER"
"19018099999900504337","CORRER"
"19018099999900504338","CORRER"
"19018099999900515554","CORRER"
"19018099999900510160","CORRER"
"19018099999900498577","CORRER"
"19018099999900507305","CORRER"
"19018099999900515557","CORRER"
"19018099999900515556","CORRER"
"19018099999900533857","CORRER"
"19018099999900524756","CORRER"
"19018099999900519906","CORRER"
"19018099999900484954","CORRER"
"19018099999900522592","CORRER"
"19018099999900511041","CORRER"
"19018099999900494884","CORRER"
"19018099999900490537","CORRER"
"19018099999900530343","CORRER"
"19018099999900536738","CORRER"
"19018099999900486740","CORRER"
"19018099999900510171","CORRER"
"19018099999900512930","CORRER"
"19018099999900504358","CORRER"
"19018099999900492450","CORRER"
"19018099999900492450","CORRER"
"19018099999900515591","CORRER"
"19018099999900511411","CORRER"
"19018099999900526104","CORRER"
"19018099999900516771","CORRER"
"19018099999900535834","CORRER"
"19018099999900496640","CORRER"
"19018099999900487667","CORRER"
"19018099999900513908","CORRER"
"19018099999900514690","CORRER"
"19018099999900521642","CORRER"
"19018099999900532060","CORRER"
"19018099999900492823","CORRER"
"19018099999900523870","CORRER"
"19018099999900518540","CORRER"
"19018099999900492466","CORRER"
"19018099999900512952","CORRER"
"19018099999900489606","CORRER"
"19018099999900535851","CORRER"
"19018099999900514699","CORRER"
"19018099999900524518","CORRER"
"19018099999900484995","CORRER"
"19018099999900505610","CORRER"
"19018099999900498961","CORRER"
"19018099999900510201","CORRER"
"19018099999900516508","CORRER"
"19018099999900511432","CORRER"
"19018099999900488041","CORRER"
"19018099999900525069","CORRER"
"19018099999900501829","CORRER"
"19018099999900513315","CORRER"
"19018099999900528710","CORRER"
"19018099999900499898","CORRER"
"19018099999900501833","CORRER"
"19018099999900508327","CORRER"
"19018099999900508327","CORRER"
"19018099999900532919","CORRER"
"19018099999900502461","CORRER"
"19018099999900499302","CORRER"
"19018099999900500225","CORRER"
"19018099999900533022","CORRER"
"19018099999900529107","CORRER"
"19018099999900511732","CORRER"
"19018099999900518906","CORRER"
"19018099999900486798","CORRER"
"19018099999900517107","CORRER"
"19018099999900534867","CORRER"
"19018099999900496673","CORRER"
"19018099999900498282","CORRER"
"19018099999900536813","CORRER"
"19018099999900506345","CORRER"
"19018099999900520716","CORRER"
"19018099999900488064","CORRER"
"19018099999900512989","CORRER"
"19018099999900533250","CORRER"
"19018099999900522038","CORRER"
"19018099999900536822","CORRER"
"19018099999900515665","CORRER"
"19018099999900530397","CORRER"
"19018099999900522671","CORRER"
"19018099999900516534","CORRER"
"19018099999900503450","CORRER"
"19018099999900515967","CORRER"
"19018099999900526495","CORRER"
"19018099999900530407","CORRER"
"19018099999900527633","CORRER"
"19018099999900514294","CORRER"
"19018099999900522761","CORRER"
"19018099999900530411","CORRER"
"19018099999900506748","CORRER"
"19018099999900531286","CORRER"
"19018099999900514740","CORRER"
"19018099999900484450","CORRER"
"19018099999900534285","CORRER"
"19018099999900534286","CORRER"
"19018099999900515686","CORRER"
"19018099999900496099","CORRER"
"19018099999900527538","CORRER"
"19018099999900521702","CORRER"
"19018099999900532953","CORRER"
"19018099999900514745","CORRER"
"19018099999900487742","CORRER"
"19018099999900505337","CORRER"
"19018099999900504438","CORRER"
"19018099999900513963","CORRER"
"19018099999900492525","CORRER"
"19018099999900530425","CORRER"
"19018099999900518617","CORRER"
"19018099999900521713","CORRER"
"19018099999900518619","CORRER"
"19018099999900536243","CORRER"
"19018099999900521720","CORRER"
"19018099999900510248","CORRER"
"19018099999900490639","CORRER"
"19018099999900498699","CORRER"
"19018099999900516855","CORRER"
"19018099999900520438","CORRER"
"19018099999900520190","CORRER"
"19018099999900522178","CORRER"
"19018099999900524861","CORRER"
"19018099999900524683","CORRER"
"19018099999900511156","CORRER"
"19018099999900516571","CORRER"
"19018099999900522711","CORRER"
"19018099999900531307","CORRER"
"19018099999900505688","CORRER"
"19018099999900530137","CORRER"
"19018099999900527668","CORRER"
"19018099999900499978","CORRER"
"19018099999900532978","CORRER"
"19018099999900516583","CORRER"
"19018099999900487757","CORRER"
"19018099999900493964","CORRER"
"19018099999900514238","CORRER"
"19018099999900506065","CORRER"
"19018099999900508415","CORRER"
"19018099999900524615","CORRER"
"19018099999900516865","CORRER"
"19018099999900531628","CORRER"
"19018099999900507429","CORRER"
"19018099999900529441","CORRER"
"19018099999900530746","CORRER"
"19018099999900487781","CORRER"
"19018099999900507433","CORRER"
"19018099999900499679","CORRER"
"19018099999900531330","CORRER"
"19018099999900505390","CORRER"
"19018099999900510276","CORRER"
"19018099999900499684","CORRER"
"19018099999900501617","CORRER"
"19018099999900511196","CORRER"
"19018099999900531339","CORRER"
"19018099999900518662","CORRER"
"19018099999900518662","CORRER"
"19018099999900534016","CORRER"
"19018099999900492948","CORRER"
"19018099999900516881","CORRER"
"19018099999900535985","CORRER"
"19018099999900495838","CORRER"
"19018099999900502859","CORRER"
"19018099999900536300","CORRER"
"19018099999900514809","CORRER"
"19018099999900531352","CORRER"
"19018099999900501944","CORRER"
"19018099999900504795","CORRER"
"19018099999900499796","CORRER"
"19018099999900527615","CORRER"
"19018099999900505413","CORRER"
"19018099999900512474","CORRER"
"19018099999900526863","CORRER"
"19018099999900506829","CORRER"
"19018099999900530488","CORRER"
"19018099999900516619","CORRER"
"19018099999900530488","CORRER"
"19018099999900501959","CORRER"
"19018099999900496184","CORRER"
"19018099999900532204","CORRER"
"19018099999900516621","CORRER"
"19018099999900533348","CORRER"
"19018099999900501961","CORRER"
"19018099999900497412","CORRER"
"19018099999900511229","CORRER"
"19018099999900529876","CORRER"
"19018099999900527955","CORRER"
"19018099999900508473","CORRER"
"19018099999900524656","CORRER"
"19018099999900510562","CORRER"
"19018099999900505430","CORRER"
"19018099999900515770","CORRER"
"19018099999900516445","CORRER"
"19018099999900527858","CORRER"
"19018099999900503775","CORRER"
"19018099999900536027","CORRER"
"19018099999900536027","CORRER"
"19018099999900489751","CORRER"
"19018099999900507491","CORRER"
"19018099999900495882","CORRER"
"19018099999900533065","CORRER"
"19018099999900498791","CORRER"
"19018099999900533067","CORRER"
"19018099999900524667","CORRER"
"19018099999900534994","CORRER"
"19018099999900511249","CORRER"
"19018099999900502600","CORRER"
"19018099999900515780","CORRER"
"19018099999900515780","CORRER"
"19018099999900519783","CORRER"
"19018099999900519783","CORRER"
"19018099999900508499","CORRER"
"19018099999900504528","CORRER"
"19018099999900510338","CORRER"
"19018099999900499433","CORRER"
"19018099999900536608","CORRER"
"19018099999900514568","CORRER"
"19018099999900507511","CORRER"
"19018099999900522779","CORRER"
"19018099999900513156","CORRER"
"19018099999900494071","CORRER"
"19018099999900508798","CORRER"
"19018099999900494743","CORRER"
"19018099999900514866","CORRER"
"19018099999900528670","CORRER"
"19018099999900507978","CORRER"
"19018099999900533738","CORRER"
"19018099999900496009","CORRER"
"19018099999900531405","CORRER"
"19018099999900502618","CORRER"
"19018099999900495909","CORRER"
"19018099999900530547","CORRER"
"19018099999900525634","CORRER"
"19018099999900534408","CORRER"
"19018099999900514049","CORRER"
"19018099999900504546","CORRER"
"19018099999900496022","CORRER"
"19018099999900502018","CORRER"
"19018099999900510615","CORRER"
"19018099999900528605","CORRER"
"19018099999900531717","CORRER"
"19018099999900491117","CORRER"
"19018099999900519449","CORRER"
"19018099999900521177","CORRER"
"19018099999900500093","CORRER"
"19018099999900516670","CORRER"
"19018099999900519819","CORRER"
"19018099999900501697","CORRER"
"19018099999900530561","CORRER"
"19018099999900484577","CORRER"
"19018099999900523776","CORRER"
"19018099999900521858","CORRER"
"19018099999900507901","CORRER"
"19018099999900528942","CORRER"
"19018099999900537027","CORRER"
"19018099999900536374","CORRER"
"19018099999900511928","CORRER"
"19018099999900513814","CORRER"
"19018099999900533775","CORRER"
"19018099999900502359","CORRER"
"19018099999900518780","CORRER"
"19018099999900523788","CORRER"
"19018099999900502044","CORRER"
"19018099999900530575","CORRER"
"19018099999900524694","CORRER"
"19018099999900507912","CORRER"
"19018099999900500113","CORRER"
"19018099999900496561","CORRER"
"19018099999900488576","CORRER"
"19018099999900502643","CORRER"
"19018099999900503647","CORRER"
"19018099999900500418","CORRER"
"19018099999900531461","CORRER"
"19018099999900502651","CORRER"
"19018099999900516700","CORRER"
"19018099999900536794","CORRER"
"19018099999900516700","CORRER"
"19018099999900513227","CORRER"
"19018099999900530596","CORRER"
"19018099999900498867","CORRER"
"19018099999900521900","CORRER"
"19018099999900514916","CORRER"
"19018099999900516164","CORRER"
"19018099999900531748","CORRER"
"19018099999900502064","CORRER"
"19018099999900513535","CORRER"
"19018099999900524711","CORRER"
"19018099999900518811","CORRER"
"19018099999900492739","CORRER"
"19018099999900536104","CORRER"
"19018099999900519862","CORRER"
"19018099999900519863","CORRER"
"19018099999900530607","CORRER"
"19018099999900530607","CORRER"
"19018099999900514927","CORRER"
"19018099999900523824","CORRER"
"19018099999900532309","CORRER"
"19018099999900513540","CORRER"
"19018099999900510458","CORRER"
"19018099999900505762","CORRER"
"19018099999900528864","CORRER"
"19018099999900515125","CORRER"
"19018099999900529787","CORRER"
"19018099999900492762","CORRER"
"19018099999900513251","CORRER"
"19018099999900517023","CORRER"
"19018099999900515875","CORRER"
"19018099999900495983","CORRER"
"19018099999900523830","CORRER"
"19018099999900516179","CORRER"
"19018099999900524178","CORRER"
"19018099999900495237","CORRER"
"19018099999900493129","CORRER"
"19018099999900536125","CORRER"
"19018099999900518835","CORRER"
"19018099999900521268","CORRER"
"19018099999900532562","CORRER"
"19018099999900486137","CORRER"
"19018099999900535091","CORRER"
"19018099999900501773","CORRER"
"19018099999900518839","CORRER"
"19018099999900517756","CORRER"
"19018099999900518168","CORRER"
"19018099999900502714","CORRER"
"19018099999900489879","CORRER"
"19018099999900515893","CORRER"
"19018099999900505921","CORRER"
"19018099999900523187","CORRER"
"19018099999900508894","CORRER"
"19018099999900531513","CORRER"
"19018099999900511394","CORRER"
"19018099999900525749","CORRER"
"19018099999900530540","CORRER"
"19018099999900536623","CORRER"
"19018099999900530639","CORRER"
"19018099999900536873","CORRER"
"19018099999900502725","CORRER"
"19018099999900523844","CORRER"
"19018099999900493835","CORRER"
"19018099999900519914","CORRER"
"19018099999900518865","CORRER"
"19018099999900506669","CORRER"
"19018099999900531520","CORRER"
"19018099999900532344","CORRER"
"19018099999900513287","CORRER"
"19018099999900536365","CORRER"
"19018099999900510407","CORRER"
"19018099999900516770","CORRER"
"19018099999900519575","CORRER"
"19018099999900514960","CORRER"
"19018099999900514133","CORRER"
"19018099999900499874","CORRER"
"19018099999900512320","CORRER"
"19018099999900516771","CORRER"
"19018099999900536458","CORRER"
"19018099999900519943","CORRER"
"19018099999900531537","CORRER"
"19018099999900531537","CORRER"
"19018099999900524226","CORRER"
"19018099999900531810","CORRER"
"19018099999900522325","CORRER"
"19018099999900535132","CORRER"
"19018099999900490908","CORRER"
"19018099999900510422","CORRER"
"19018099999900492832","CORRER"
"19018099999900524787","CORRER"
"19018099999900531544","CORRER"
"19018099999900523223","CORRER"
"19018099999900496041","CORRER"
"19018099999900507691","CORRER"
"19018099999900533213","CORRER"
"19018099999900511711","CORRER"
"19018099999900533899","CORRER"
"19018099999900524789","CORRER"
"19018099999900502850","CORRER"
"19018099999900533223","CORRER"
"19018099999900516881","CORRER"
"19018099999900533225","CORRER"
"19018099999900525074","CORRER"
"19018099999900502156","CORRER"
"19018099999900510432","CORRER"
"19018099999900514990","CORRER"
"19018099999900531830","CORRER"
"19018099999900504991","CORRER"
"19018099999900533020","CORRER"
"19018099999900527936","CORRER"
"19018099999900532924","CORRER"
"19018099999900498635","CORRER"
"19018099999900511732","CORRER"
"19018099999900499309","CORRER"
"19018099999900496671","CORRER"
"19018099999900494250","CORRER"
"19018099999900514455","CORRER"
"19018099999900512981","CORRER"
"19018099999900526161","CORRER"
"19018099999900496077","CORRER"
"19018099999900502770","CORRER"
"19018099999900526164","CORRER"
"19018099999900488065","CORRER"
"19018099999900519260","CORRER"
"19018099999900535891","CORRER"
"19018099999900516821","CORRER"
"19018099999900497303","CORRER"
"19018099999900516254","CORRER"
"19018099999900518920","CORRER"
"19018099999900536216","CORRER"
"19018099999900525101","CORRER"
"19018099999900525102","CORRER"
"19018099999900511473","CORRER"
"19018099999900527957","CORRER"
"19018099999900532652","CORRER"
"19018099999900530105","CORRER"
"19018099999900510567","CORRER"
"19018099999900522050","CORRER"
"19018099999900484448","CORRER"
"19018099999900512388","CORRER"
"19018099999900507736","CORRER"
"19018099999900510816","CORRER"
"19018099999900510464","CORRER"
"19018099999900493238","CORRER"
"19018099999900487100","CORRER"
"19018099999900531859","CORRER"
"19018099999900530719","CORRER"
"19018099999900484453","CORRER"
"19018099999900484453","CORRER"
"19018099999900531595","CORRER"
"19018099999900487110","CORRER"
"19018099999900507742","CORRER"
"19018099999900508073","CORRER"
"19018099999900514216","CORRER"
"19018099999900497032","CORRER"
"19018099999900534298","CORRER"
"19018099999900525844","CORRER"
"19018099999900516562","CORRER"
"19018099999900514218","CORRER"
"19018099999900510480","CORRER"
"19018099999900536247","CORRER"
"19018099999900529394","CORRER"
"19018099999900524853","CORRER"
"19018099999900534302","CORRER"
"19018099999900513598","CORRER"
"19018099999900512643","CORRER"
"19018099999900514676","CORRER"
"19018099999900512203","CORRER"
"19018099999900485489","CORRER"
"19018099999900526527","CORRER"
"19018099999900528211","CORRER"
"19018099999900512101","CORRER"
"19018099999900507102","CORRER"
"19018099999900515057","CORRER"
"19018099999900535234","CORRER"
"19018099999900525481","CORRER"
"19018099999900503057","CORRER"
"19018099999900522605","CORRER"
"19018099999900493029","CORRER"
"19018099999900513977","CORRER"
"19018099999900493961","CORRER"
"19018099999900511523","CORRER"
"19018099999900493964","CORRER"
"19018099999900533647","CORRER"
"19018099999900505065","CORRER"
"19018099999900534326","CORRER"
"19018099999900513981","CORRER"
"19018099999900522422","CORRER"
"19018099999900511527","CORRER"
"19018099999900522424","CORRER"
"19018099999900521091","CORRER"
"19018099999900522097","CORRER"
"19018099999900526838","CORRER"
"19018099999900523011","CORRER"
"19018099999900503834","CORRER"
"19018099999900522099","CORRER"
"19018099999900529846","CORRER"
"19018099999900527926","CORRER"
"19018099999900530750","CORRER"
"19018099999900522107","CORRER"
"19018099999900522108","CORRER"
"19018099999900514262","CORRER"
"19018099999900496168","CORRER"
"19018099999900517310","CORRER"
"19018099999900507131","CORRER"
"19018099999900516142","CORRER"
"19018099999900531646","CORRER"
"19018099999900488146","CORRER"
"19018099999900516881","CORRER"
"19018099999900527933","CORRER"
"19018099999900514525","CORRER"
"19018099999900523364","CORRER"
"19018099999900522114","CORRER"
"19018099999900518993","CORRER"
"19018099999900533439","CORRER"
"19018099999900530865","CORRER"
"19018099999900492956","CORRER"
"19018099999900536305","CORRER"
"19018099999900530772","CORRER"
"19018099999900516888","CORRER"
"19018099999900534035","CORRER"
"19018099999900536938","CORRER"
"19018099999900531358","CORRER"
"19018099999900524904","CORRER"
"19018099999900530186","CORRER"
"19018099999900488170","CORRER"
"19018099999900533347","CORRER"
"19018099999900514287","CORRER"
"19018099999900533691","CORRER"
"19018099999900520143","CORRER"
"19018099999900510559","CORRER"
"19018099999900502287","CORRER"
"19018099999900536326","CORRER"
"19018099999900505760","CORRER"
"19018099999900510562","CORRER"
"19018099999900502181","CORRER"
"19018099999900502181","CORRER"
"19018099999900515472","CORRER"
"19018099999900514539","CORRER"
"19018099999900507053","CORRER"
"19018099999900504822","CORRER"
"19018099999900536336","CORRER"
"19018099999900503894","CORRER"
"19018099999900515131","CORRER"
"19018099999900512504","CORRER"
"19018099999900513456","CORRER"
"19018099999900500051","CORRER"
"19018099999900531687","CORRER"
"19018099999900512511","CORRER"
"19018099999900488197","CORRER"
"19018099999900533368","CORRER"
"19018099999900508173","CORRER"
"19018099999900534387","CORRER"
"19018099999900534387","CORRER"
"19018099999900529890","CORRER"
"19018099999900515144","CORRER"
"19018099999900523069","CORRER"
"19018099999900490078","CORRER"
"19018099999900524932","CORRER"
"19018099999900523748","CORRER"
"19018099999900519787","CORRER"
"19018099999900505457","CORRER"
"19018099999900531937","CORRER"
"19018099999900529524","CORRER"
"19018099999900513152","CORRER"
"19018099999900521487","CORRER"
"19018099999900517268","CORRER"
"19018099999900527646","CORRER"
"19018099999900527152","CORRER"
"19018099999900516930","CORRER"
"19018099999900499542","CORRER"
"19018099999900519554","CORRER"
"19018099999900503373","CORRER"
"19018099999900513161","CORRER"
"19018099999900496536","CORRER"
"19018099999900525976","CORRER"
"19018099999900531942","CORRER"
"19018099999900518034","CORRER"
"19018099999900495557","CORRER"
"19018099999900532795","CORRER"
"19018099999900513897","CORRER"
"19018099999900508904","CORRER"
"19018099999900530250","CORRER"
"19018099999900516660","CORRER"
"19018099999900520566","CORRER"
"19018099999900533747","CORRER"
"19018099999900521178","CORRER"
"19018099999900487904","CORRER"
"19018099999900525988","CORRER"
"19018099999900524100","CORRER"
"19018099999900514340","CORRER"
"19018099999900523111","CORRER"
"19018099999900513501","CORRER"
"19018099999900536373","CORRER"
"19018099999900511618","CORRER"
"19018099999900485513","CORRER"
"19018099999900508537","CORRER"
"19018099999900533410","CORRER"
"19018099999900508539","CORRER"
"19018099999900516674","CORRER"
"19018099999900515514","CORRER"
"19018099999900525287","CORRER"
"19018099999900506194","CORRER"
"19018099999900494105","CORRER"
"19018099999900499186","CORRER"
"19018099999900531133","CORRER"
"19018099999900484598","CORRER"
"19018099999900528030","CORRER"
"19018099999900496488","CORRER"
"19018099999900536662","CORRER"
"19018099999900510282","CORRER"
"19018099999900488576","CORRER"
"19018099999900512865","CORRER"
"19018099999900499475","CORRER"
"19018099999900519839","CORRER"
"19018099999900506587","CORRER"
"19018099999900506588","CORRER"
"19018099999900520235","CORRER"
"19018099999900533018","CORRER"
"19018099999900486907","CORRER"
"19018099999900516885","CORRER"
"19018099999900535407","CORRER"
"19018099999900493083","CORRER"
"19018099999900500122","CORRER"
"19018099999900516163","CORRER"
"19018099999900504906","CORRER"
"19018099999900506226","CORRER"
"19018099999900523475","CORRER"
"19018099999900526380","CORRER"
"19018099999900533444","CORRER"
"19018099999900533447","CORRER"
"19018099999900484916","CORRER"
"19018099999900531751","CORRER"
"19018099999900516168","CORRER"
"19018099999900531751","CORRER"
"19018099999900487277","CORRER"
"19018099999900496305","CORRER"
"19018099999900504915","CORRER"
"19018099999900530878","CORRER"
"19018099999900515536","CORRER"
"19018099999900503009","CORRER"
"19018099999900528637","CORRER"
"19018099999900532750","CORRER"
"19018099999900497417","CORRER"
"19018099999900510219","CORRER"
"19018099999900507174","CORRER"
"19018099999900526177","CORRER"
"19018099999900532652","CORRER"
"19018099999900520281","CORRER"
"19018099999900513564","CORRER"
"19018099999900528070","CORRER"
"19018099999900508883","CORRER"
"19018099999900516452","CORRER"
"19018099999900517023","CORRER"
"19018099999900518827","CORRER"
"19018099999900528075","CORRER"
"19018099999900484647","CORRER"
"19018099999900536712","CORRER"
"19018099999900507295","CORRER"
"19018099999900515551","CORRER"
"19018099999900502414","CORRER"
"19018099999900508891","CORRER"
"19018099999900507964","CORRER"
"19018099999900490179","CORRER"
"19018099999900497223","CORRER"
"19018099999900515261","CORRER"
"19018099999900530327","CORRER"
"19018099999900511676","CORRER"
"19018099999900507970","CORRER"
"19018099999900505919","CORRER"
"19018099999900515557","CORRER"
"19018099999900528667","CORRER"
"19018099999900496341","CORRER"
"19018099999900514675","CORRER"
"19018099999900528668","CORRER"
"19018099999900519907","CORRER"
"19018099999900492799","CORRER"
"19018099999900528097","CORRER"
"19018099999900525036","CORRER"
"19018099999900502119","CORRER"
"19018099999900510737","CORRER"
"19018099999900515280","CORRER"
"19018099999900532587","CORRER"
"19018099999900532794","CORRER"
"19018099999900513165","CORRER"
"19018099999900517058","CORRER"
"19018099999900531791","CORRER"
"19018099999900488955","CORRER"
"19018099999900532048","CORRER"
"19018099999900513289","CORRER"
"19018099999900512937","CORRER"
"19018099999900518196","CORRER"
"19018099999900506065","CORRER"
"19018099999900517413","CORRER"
"19018099999900502135","CORRER"
"19018099999900518200","CORRER"
"19018099999900529719","CORRER"
"19018099999900532354","CORRER"
"19018099999900528809","CORRER"
"19018099999900522326","CORRER"
"19018099999900521647","CORRER"
"19018099999900530934","CORRER"
"19018099999900530363","CORRER"
"19018099999900522635","CORRER"
"19018099999900531818","CORRER"
"19018099999900491253","CORRER"
"19018099999900514699","CORRER"
"19018099999900530662","CORRER"
"19018099999900505286","CORRER"
"19018099999900530663","CORRER"
"19018099999900536183","CORRER"
"19018099999900531135","CORRER"
"19018099999900533675","CORRER"
"19018099999900514359","CORRER"
"19018099999900514984","CORRER"
"19018099999900518891","CORRER"
"19018099999900534251","CORRER"
"19018099999900528151","CORRER"
"19018099999900522344","CORRER"
"19018099999900512972","CORRER"
"19018099999900516884","CORRER"
"19018099999900507251","CORRER"
"19018099999900528348","CORRER"
"19018099999900534029","CORRER"
"19018099999900514000","CORRER"
"19018099999900528256","CORRER"
"19018099999900497288","CORRER"
"19018099999900529107","CORRER"
"19018099999900496671","CORRER"
"19018099999900486798","CORRER"
"19018099999900530081","CORRER"
"19018099999900527500","CORRER"
"19018099999900534562","CORRER"
"19018099999900511743","CORRER"
"19018099999900495749","CORRER"
"19018099999900533562","CORRER"
"19018099999900507361","CORRER"
"19018099999900520717","CORRER"
"19018099999900506356","CORRER"
"19018099999900497305","CORRER"
"19018099999900520394","CORRER"
"19018099999900528744","CORRER"
"19018099999900528456","CORRER"
"19018099999900490265","CORRER"
"19018099999900496305","CORRER"
"19018099999900514464","CORRER"
"19018099999900498097","CORRER"
"19018099999900536833","CORRER"
"19018099999900530788","CORRER"
"19018099999900531376","CORRER"
"19018099999900485643","CORRER"
"19018099999900536835","CORRER"
"19018099999900517128","CORRER"
"19018099999900514471","CORRER"
"19018099999900493922","CORRER"
"19018099999900521034","CORRER"
"19018099999900513681","CORRER"
"19018099999900493240","CORRER"
"19018099999900503785","CORRER"
"19018099999900522380","CORRER"
"19018099999900490286","CORRER"
"19018099999900502194","CORRER"
"19018099999900505031","CORRER"
"19018099999900508071","CORRER"
"19018099999900513686","CORRER"
"19018099999900530992","CORRER"
"19018099999900535590","CORRER"
"19018099999900512088","CORRER"
"19018099999900500563","CORRER"
"19018099999900511136","CORRER"
"19018099999900514480","CORRER"
"19018099999900496432","CORRER"
"19018099999900497334","CORRER"
"19018099999900529812","CORRER"
"19018099999900528480","CORRER"
"19018099999900532683","CORRER"
"19018099999900536506","CORRER"
"19018099999900516854","CORRER"
"19018099999900533617","CORRER"
"19018099999900521714","CORRER"
"19018099999900533965","CORRER"
"19018099999900536437","CORRER"
"19018099999900509577","CORRER"
"19018099999900490532","CORRER"
"19018099999900517652","CORRER"
"19018099999900511040","CORRER"
"19018099999900512102","CORRER"
"19018099999900522708","CORRER"
"19018099999900520761","CORRER"
"19018099999900514491","CORRER"
"19018099999900513896","CORRER"
"19018099999900513287","CORRER"
"19018099999900496019","CORRER"
"19018099999900531415","CORRER"
"19018099999900505811","CORRER"
"19018099999900532160","CORRER"
"19018099999900531317","CORRER"
"19018099999900513716","CORRER"
"19018099999900525498","CORRER"
"19018099999900516584","CORRER"
"19018099999900536367","CORRER"
"19018099999900516307","CORRER"
"19018099999900513981","CORRER"
"19018099999900526231","CORRER"
"19018099999900525503","CORRER"
"19018099999900528508","CORRER"
"19018099999900519348","CORRER"
"19018099999900521853","CORRER"
"19018099999900516310","CORRER"
"19018099999900513988","CORRER"
"19018099999900531030","CORRER"
"19018099999900530157","CORRER"
"19018099999900534006","CORRER"
"19018099999900515417","CORRER"
"19018099999900536910","CORRER"
"19018099999900534009","CORRER"
"19018099999900521426","CORRER"
"19018099999900531042","CORRER"
"19018099999900502262","CORRER"
"19018099999900536552","CORRER"
"19018099999900526012","CORRER"
"19018099999900523456","CORRER"
"19018099999900533680","CORRER"
"19018099999900485704","CORRER"
