"Ticket","Division"
"19018099999900501867","DEPORTE ACUATICO"
"19018099999900531923","DEPORTE ACUATICO"
"19018099999900501387","DEPORTE ACUATICO"
"19018099999900499514","DEPORTE ACUATICO"
"19018099999900478828","DEPORTE ACUATICO"
"19018099999900534376","DEPORTE ACUATICO"
"19018099999900491890","DEPORTE ACUATICO"
"19018099999900520032","DEPORTE ACUATICO"
"19018099999900489025","DEPORTE ACUATICO"
"19018099999900475347","DEPORTE ACUATICO"
"19018099999900500264","DEPORTE ACUATICO"
"19018099999900526189","DEPORTE ACUATICO"
"19018099999900508972","DEPORTE ACUATICO"
"19018099999900508972","DEPORTE ACUATICO"
"19018099999900526190","DEPORTE ACUATICO"
"19018099999900527869","DEPORTE ACUATICO"
"19018099999900517141","DEPORTE ACUATICO"
"19018099999900499347","DEPORTE ACUATICO"
"19018099999900516284","DEPORTE ACUATICO"
"19018099999900478645","DEPORTE ACUATICO"
"19018099999900517145","DEPORTE ACUATICO"
"19018099999900483754","DEPORTE ACUATICO"
"19018099999900478645","DEPORTE ACUATICO"
"19018099999900491602","DEPORTE ACUATICO"
"19018099999900502509","DEPORTE ACUATICO"
"19018099999900530426","DEPORTE ACUATICO"
"19018099999900487432","DEPORTE ACUATICO"
"19018099999900511276","DEPORTE ACUATICO"
"19018099999900493266","DEPORTE ACUATICO"
"19018099999900482712","DEPORTE ACUATICO"
"19018099999900507881","DEPORTE ACUATICO"
"19018099999900486447","DEPORTE ACUATICO"
"19018099999900502938","DEPORTE ACUATICO"
"19018099999900502219","DEPORTE ACUATICO"
"19018099999900510838","DEPORTE ACUATICO"
"19018099999900483455","DEPORTE ACUATICO"
"19018099999900483767","DEPORTE ACUATICO"
"19018099999900516569","DEPORTE ACUATICO"
"19018099999900507410","DEPORTE ACUATICO"
"19018099999900482721","DEPORTE ACUATICO"
"19018099999900506045","DEPORTE ACUATICO"
"19018099999900485497","DEPORTE ACUATICO"
"19018099999900504244","DEPORTE ACUATICO"
"19018099999900497554","DEPORTE ACUATICO"
"19018099999900487032","DEPORTE ACUATICO"
"19018099999900507415","DEPORTE ACUATICO"
"19018099999900493616","DEPORTE ACUATICO"
"19018099999900514686","DEPORTE ACUATICO"
"19018099999900478277","DEPORTE ACUATICO"
"19018099999900509376","DEPORTE ACUATICO"
"19018099999900491336","DEPORTE ACUATICO"
"19018099999900476449","DEPORTE ACUATICO"
"19018099999900496460","DEPORTE ACUATICO"
"19018099999900520464","DEPORTE ACUATICO"
"19018099999900487454","DEPORTE ACUATICO"
"19018099999900528808","DEPORTE ACUATICO"
"19018099999900485094","DEPORTE ACUATICO"
"19018099999900512759","DEPORTE ACUATICO"
"19018099999900517179","DEPORTE ACUATICO"
"19018099999900525515","DEPORTE ACUATICO"
"19018099999900533658","DEPORTE ACUATICO"
"19018099999900485094","DEPORTE ACUATICO"
"19018099999900476812","DEPORTE ACUATICO"
"19018099999900504468","DEPORTE ACUATICO"
"19018099999900494557","DEPORTE ACUATICO"
"19018099999900502846","DEPORTE ACUATICO"
"19018099999900484580","DEPORTE ACUATICO"
"19018099999900517424","DEPORTE ACUATICO"
"19018099999900486892","DEPORTE ACUATICO"
"19018099999900516225","DEPORTE ACUATICO"
"19018099999900510012","DEPORTE ACUATICO"
"19018099999900520795","DEPORTE ACUATICO"
"19018099999900524630","DEPORTE ACUATICO"
"19018099999900480726","DEPORTE ACUATICO"
"19018099999900521440","DEPORTE ACUATICO"
"19018099999900499688","DEPORTE ACUATICO"
"19018099999900532181","DEPORTE ACUATICO"
"19018099999900478696","DEPORTE ACUATICO"
"19018099999900492952","DEPORTE ACUATICO"
"19018099999900478695","DEPORTE ACUATICO"
"19018099999900494340","DEPORTE ACUATICO"
"19018099999900499093","DEPORTE ACUATICO"
"19018099999900482433","DEPORTE ACUATICO"
"19018099999900492952","DEPORTE ACUATICO"
"19018099999900524333","DEPORTE ACUATICO"
"19018099999900483502","DEPORTE ACUATICO"
"19018099999900483502","DEPORTE ACUATICO"
"19018099999900516031","DEPORTE ACUATICO"
"19018099999900488153","DEPORTE ACUATICO"
"19018099999900481210","DEPORTE ACUATICO"
"19018099999900494948","DEPORTE ACUATICO"
"19018099999900480627","DEPORTE ACUATICO"
"19018099999900534681","DEPORTE ACUATICO"
"19018099999900505090","DEPORTE ACUATICO"
"19018099999900474067","DEPORTE ACUATICO"
"19018099999900482078","DEPORTE ACUATICO"
"19018099999900535307","DEPORTE ACUATICO"
"19018099999900507161","DEPORTE ACUATICO"
"19018099999900526579","DEPORTE ACUATICO"
"19018099999900476496","DEPORTE ACUATICO"
"19018099999900494358","DEPORTE ACUATICO"
"19018099999900511226","DEPORTE ACUATICO"
"19018099999900506483","DEPORTE ACUATICO"
"19018099999900487504","DEPORTE ACUATICO"
"19018099999900507846","DEPORTE ACUATICO"
"19018099999900521572","DEPORTE ACUATICO"
"19018099999900488902","DEPORTE ACUATICO"
"19018099999900474897","DEPORTE ACUATICO"
"19018099999900521574","DEPORTE ACUATICO"
"19018099999900525936","DEPORTE ACUATICO"
"19018099999900516351","DEPORTE ACUATICO"
"19018099999900510897","DEPORTE ACUATICO"
"19018099999900480150","DEPORTE ACUATICO"
"19018099999900483641","DEPORTE ACUATICO"
"19018099999900486619","DEPORTE ACUATICO"
"19018099999900486619","DEPORTE ACUATICO"
"19018099999900486617","DEPORTE ACUATICO"
"19018099999900534701","DEPORTE ACUATICO"
"19018099999900506510","DEPORTE ACUATICO"
"19018099999900485741","DEPORTE ACUATICO"
"19018099999900483882","DEPORTE ACUATICO"
"19018099999900526304","DEPORTE ACUATICO"
"19018099999900498421","DEPORTE ACUATICO"
"19018099999900524671","DEPORTE ACUATICO"
"19018099999900514022","DEPORTE ACUATICO"
"19018099999900493001","DEPORTE ACUATICO"
"19018099999900506517","DEPORTE ACUATICO"
"19018099999900506873","DEPORTE ACUATICO"
"19018099999900514023","DEPORTE ACUATICO"
"19018099999900482833","DEPORTE ACUATICO"
"19018099999900477615","DEPORTE ACUATICO"
"19018099999900473462","DEPORTE ACUATICO"
"19018099999900521485","DEPORTE ACUATICO"
"19018099999900529277","DEPORTE ACUATICO"
"19018099999900532774","DEPORTE ACUATICO"
"19018099999900529277","DEPORTE ACUATICO"
"19018099999900491212","DEPORTE ACUATICO"
"19018099999900486732","DEPORTE ACUATICO"
"19018099999900488425","DEPORTE ACUATICO"
"19018099999900504845","DEPORTE ACUATICO"
"19018099999900488540","DEPORTE ACUATICO"
"19018099999900532577","DEPORTE ACUATICO"
"19018099999900501405","DEPORTE ACUATICO"
"19018099999900482238","DEPORTE ACUATICO"
"19018099999900488542","DEPORTE ACUATICO"
"19018099999900517275","DEPORTE ACUATICO"
"19018099999900516380","DEPORTE ACUATICO"
"19018099999900516380","DEPORTE ACUATICO"
"19018099999900483572","DEPORTE ACUATICO"
"19018099999900517278","DEPORTE ACUATICO"
"19018099999900504245","DEPORTE ACUATICO"
"19018099999900503057","DEPORTE ACUATICO"
"19018099999900508595","DEPORTE ACUATICO"
"19018099999900484559","DEPORTE ACUATICO"
"19018099999900523091","DEPORTE ACUATICO"
"19018099999900514958","DEPORTE ACUATICO"
"19018099999900496953","DEPORTE ACUATICO"
"19018099999900507317","DEPORTE ACUATICO"
"19018099999900519923","DEPORTE ACUATICO"
"19018099999900491441","DEPORTE ACUATICO"
"19018099999900516662","DEPORTE ACUATICO"
"19018099999900517785","DEPORTE ACUATICO"
"19018099999900483926","DEPORTE ACUATICO"
"19018099999900512844","DEPORTE ACUATICO"
"19018099999900512844","DEPORTE ACUATICO"
"19018099999900512844","DEPORTE ACUATICO"
"19018099999900501082","DEPORTE ACUATICO"
"19018099999900527342","DEPORTE ACUATICO"
"19018099999900481521","DEPORTE ACUATICO"
"19018099999900502448","DEPORTE ACUATICO"
"19018099999900529947","DEPORTE ACUATICO"
"19018099999900521864","DEPORTE ACUATICO"
"19018099999900486661","DEPORTE ACUATICO"
"19018099999900517424","DEPORTE ACUATICO"
"19018099999900502846","DEPORTE ACUATICO"
"19018099999900502352","DEPORTE ACUATICO"
"19018099999900502747","DEPORTE ACUATICO"
"19018099999900494104","DEPORTE ACUATICO"
"19018099999900515198","DEPORTE ACUATICO"
"19018099999900480094","DEPORTE ACUATICO"
"19018099999900502362","DEPORTE ACUATICO"
"19018099999900524979","DEPORTE ACUATICO"
"19018099999900487244","DEPORTE ACUATICO"
"19018099999900506202","DEPORTE ACUATICO"
"19018099999900515519","DEPORTE ACUATICO"
"19018099999900475541","DEPORTE ACUATICO"
"19018099999900516414","DEPORTE ACUATICO"
"19018099999900493423","DEPORTE ACUATICO"
"19018099999900508221","DEPORTE ACUATICO"
"19018099999900505181","DEPORTE ACUATICO"
"19018099999900534450","DEPORTE ACUATICO"
"19018099999900516988","DEPORTE ACUATICO"
"19018099999900489181","DEPORTE ACUATICO"
"19018099999900506592","DEPORTE ACUATICO"
"19018099999900523804","DEPORTE ACUATICO"
"19018099999900480109","DEPORTE ACUATICO"
"19018099999900516988","DEPORTE ACUATICO"
"19018099999900485224","DEPORTE ACUATICO"
"19018099999900482189","DEPORTE ACUATICO"
"19018099999900501001","DEPORTE ACUATICO"
"19018099999900508228","DEPORTE ACUATICO"
"19018099999900480127","DEPORTE ACUATICO"
"19018099999900522237","DEPORTE ACUATICO"
"19018099999900515533","DEPORTE ACUATICO"
"19018099999900494832","DEPORTE ACUATICO"
"19018099999900499805","DEPORTE ACUATICO"
"19018099999900533154","DEPORTE ACUATICO"
"19018099999900494832","DEPORTE ACUATICO"
"19018099999900488892","DEPORTE ACUATICO"
"19018099999900508558","DEPORTE ACUATICO"
"19018099999900483286","DEPORTE ACUATICO"
"19018099999900481864","DEPORTE ACUATICO"
"19018099999900480133","DEPORTE ACUATICO"
"19018099999900521572","DEPORTE ACUATICO"
"19018099999900517340","DEPORTE ACUATICO"
"19018099999900490153","DEPORTE ACUATICO"
"19018099999900477451","DEPORTE ACUATICO"
"19018099999900490264","DEPORTE ACUATICO"
"19018099999900534572","DEPORTE ACUATICO"
"19018099999900474080","DEPORTE ACUATICO"
"19018099999900503666","DEPORTE ACUATICO"
"19018099999900531670","DEPORTE ACUATICO"
"19018099999900519140","DEPORTE ACUATICO"
"19018099999900525936","DEPORTE ACUATICO"
"19018099999900487279","DEPORTE ACUATICO"
"19018099999900488905","DEPORTE ACUATICO"
"19018099999900511013","DEPORTE ACUATICO"
"19018099999900509560","DEPORTE ACUATICO"
"19018099999900508569","DEPORTE ACUATICO"
"19018099999900514646","DEPORTE ACUATICO"
"19018099999900484338","DEPORTE ACUATICO"
"19018099999900490167","DEPORTE ACUATICO"
"19018099999900502698","DEPORTE ACUATICO"
"19018099999900485830","DEPORTE ACUATICO"
"19018099999900492105","DEPORTE ACUATICO"
"19018099999900516546","DEPORTE ACUATICO"
"19018099999900517370","DEPORTE ACUATICO"
"19018099999900524460","DEPORTE ACUATICO"
"19018099999900474569","DEPORTE ACUATICO"
"19018099999900477022","DEPORTE ACUATICO"
"19018099999900474569","DEPORTE ACUATICO"
"19018099999900525736","DEPORTE ACUATICO"
"19018099999900499834","DEPORTE ACUATICO"
"19018099999900482225","DEPORTE ACUATICO"
"19018099999900507637","DEPORTE ACUATICO"
"19018099999900532571","DEPORTE ACUATICO"
"19018099999900494173","DEPORTE ACUATICO"
"19018099999900496616","DEPORTE ACUATICO"
"19018099999900522879","DEPORTE ACUATICO"
"19018099999900502509","DEPORTE ACUATICO"
"19018099999900517517","DEPORTE ACUATICO"
"19018099999900520849","DEPORTE ACUATICO"
"19018099999900523535","DEPORTE ACUATICO"
"19018099999900501784","DEPORTE ACUATICO"
"19018099999900532139","DEPORTE ACUATICO"
"19018099999900504647","DEPORTE ACUATICO"
"19018099999900532577","DEPORTE ACUATICO"
"19018099999900523537","DEPORTE ACUATICO"
"19018099999900503378","DEPORTE ACUATICO"
"19018099999900504651","DEPORTE ACUATICO"
"19018099999900508591","DEPORTE ACUATICO"
"19018099999900493164","DEPORTE ACUATICO"
"19018099999900509876","DEPORTE ACUATICO"
"19018099999900490203","DEPORTE ACUATICO"
"19018099999900481280","DEPORTE ACUATICO"
"19018099999900525478","DEPORTE ACUATICO"
"19018099999900510739","DEPORTE ACUATICO"
"19018099999900529291","DEPORTE ACUATICO"
"19018099999900525266","DEPORTE ACUATICO"
"19018099999900511692","DEPORTE ACUATICO"
"19018099999900486463","DEPORTE ACUATICO"
"19018099999900519923","DEPORTE ACUATICO"
"19018099999900517063","DEPORTE ACUATICO"
"19018099999900507995","DEPORTE ACUATICO"
"19018099999900524218","DEPORTE ACUATICO"
"19018099999900504461","DEPORTE ACUATICO"
"19018099999900501203","DEPORTE ACUATICO"
"19018099999900488639","DEPORTE ACUATICO"
"19018099999900487671","DEPORTE ACUATICO"
"19018099999900478895","DEPORTE ACUATICO"
"19018099999900489598","DEPORTE ACUATICO"
"19018099999900501518","DEPORTE ACUATICO"
"19018099999900523566","DEPORTE ACUATICO"
"19018099999900482407","DEPORTE ACUATICO"
"19018099999900490225","DEPORTE ACUATICO"
"19018099999900508621","DEPORTE ACUATICO"
"19018099999900480208","DEPORTE ACUATICO"
"19018099999900484390","DEPORTE ACUATICO"
"19018099999900489365","DEPORTE ACUATICO"
"19018099999900480213","DEPORTE ACUATICO"
"19018099999900501824","DEPORTE ACUATICO"
"19018099999900477068","DEPORTE ACUATICO"
"19018099999900521299","DEPORTE ACUATICO"
"19018099999900479889","DEPORTE ACUATICO"
"19018099999900533213","DEPORTE ACUATICO"
"19018099999900492474","DEPORTE ACUATICO"
"19018099999900476713","DEPORTE ACUATICO"
"19018099999900519220","DEPORTE ACUATICO"
"19018099999900498261","DEPORTE ACUATICO"
"19018099999900530053","DEPORTE ACUATICO"
"19018099999900493872","DEPORTE ACUATICO"
"19018099999900477812","DEPORTE ACUATICO"
"19018099999900482280","DEPORTE ACUATICO"
"19018099999900479901","DEPORTE ACUATICO"
"19018099999900483036","DEPORTE ACUATICO"
"19018099999900482280","DEPORTE ACUATICO"
"19018099999900503420","DEPORTE ACUATICO"
"19018099999900515629","DEPORTE ACUATICO"
"19018099999900501245","DEPORTE ACUATICO"
"19018099999900487052","DEPORTE ACUATICO"
"19018099999900481449","DEPORTE ACUATICO"
"19018099999900473867","DEPORTE ACUATICO"
"19018099999900485533","DEPORTE ACUATICO"
"19018099999900504290","DEPORTE ACUATICO"
"19018099999900515647","DEPORTE ACUATICO"
"19018099999900510985","DEPORTE ACUATICO"
"19018099999900509313","DEPORTE ACUATICO"
"19018099999900488677","DEPORTE ACUATICO"
"19018099999900509313","DEPORTE ACUATICO"
"19018099999900482651","DEPORTE ACUATICO"
"19018099999900533245","DEPORTE ACUATICO"
"19018099999900533245","DEPORTE ACUATICO"
"19018099999900505315","DEPORTE ACUATICO"
"19018099999900507360","DEPORTE ACUATICO"
"19018099999900488385","DEPORTE ACUATICO"
"19018099999900517472","DEPORTE ACUATICO"
"19018099999900505642","DEPORTE ACUATICO"
"19018099999900488070","DEPORTE ACUATICO"
"19018099999900485352","DEPORTE ACUATICO"
"19018099999900485726","DEPORTE ACUATICO"
"19018099999900484817","DEPORTE ACUATICO"
"19018099999900508774","DEPORTE ACUATICO"
"19018099999900524721","DEPORTE ACUATICO"
"19018099999900473880","DEPORTE ACUATICO"
"19018099999900486695","DEPORTE ACUATICO"
"19018099999900498884","DEPORTE ACUATICO"
"19018099999900508872","DEPORTE ACUATICO"
"19018099999900510839","DEPORTE ACUATICO"
"19018099999900504009","DEPORTE ACUATICO"
"19018099999900516446","DEPORTE ACUATICO"
"19018099999900497622","DEPORTE ACUATICO"
"19018099999900480981","DEPORTE ACUATICO"
"19018099999900529142","DEPORTE ACUATICO"
"19018099999900488400","DEPORTE ACUATICO"
"19018099999900515681","DEPORTE ACUATICO"
"19018099999900486836","DEPORTE ACUATICO"
"19018099999900516546","DEPORTE ACUATICO"
"19018099999900501659","DEPORTE ACUATICO"
"19018099999900517135","DEPORTE ACUATICO"
"19018099999900508972","DEPORTE ACUATICO"
"19018099999900499347","DEPORTE ACUATICO"
"19018099999900519290","DEPORTE ACUATICO"
"19018099999900499951","DEPORTE ACUATICO"
"19018099999900516284","DEPORTE ACUATICO"
"19018099999900487425","DEPORTE ACUATICO"
"19018099999900502204","DEPORTE ACUATICO"
"19018099999900490983","DEPORTE ACUATICO"
"19018099999900500931","DEPORTE ACUATICO"
"19018099999900507389","DEPORTE ACUATICO"
"19018099999900496111","DEPORTE ACUATICO"
"19018099999900505128","DEPORTE ACUATICO"
"19018099999900508375","DEPORTE ACUATICO"
"19018099999900476788","DEPORTE ACUATICO"
"19018099999900474703","DEPORTE ACUATICO"
"19018099999900507399","DEPORTE ACUATICO"
"19018099999900508508","DEPORTE ACUATICO"
"19018099999900526522","DEPORTE ACUATICO"
"19018099999900475822","DEPORTE ACUATICO"
"19018099999900481141","DEPORTE ACUATICO"
"19018099999900512202","DEPORTE ACUATICO"
"19018099999900484142","DEPORTE ACUATICO"
"19018099999900492272","DEPORTE ACUATICO"
"19018099999900494634","DEPORTE ACUATICO"
"19018099999900489338","DEPORTE ACUATICO"
"19018099999900488730","DEPORTE ACUATICO"
"19018099999900516657","DEPORTE ACUATICO"
"19018099999900508901","DEPORTE ACUATICO"
"19018099999900489138","DEPORTE ACUATICO"
"19018099999900536738","DEPORTE ACUATICO"
"19018099999900480898","DEPORTE ACUATICO"
"19018099999900481611","DEPORTE ACUATICO"
"19018099999900487657","DEPORTE ACUATICO"
"19018099999900480573","DEPORTE ACUATICO"
"19018099999900486463","DEPORTE ACUATICO"
"19018099999900523853","DEPORTE ACUATICO"
"19018099999900475720","DEPORTE ACUATICO"
"19018099999900481418","DEPORTE ACUATICO"
"19018099999900512941","DEPORTE ACUATICO"
"19018099999900476449","DEPORTE ACUATICO"
"19018099999900476452","DEPORTE ACUATICO"
"19018099999900476449","DEPORTE ACUATICO"
"19018099999900503829","DEPORTE ACUATICO"
"19018099999900494649","DEPORTE ACUATICO"
"19018099999900497690","DEPORTE ACUATICO"
"19018099999900494648","DEPORTE ACUATICO"
"19018099999900502738","DEPORTE ACUATICO"
"19018099999900477189","DEPORTE ACUATICO"
"19018099999900533660","DEPORTE ACUATICO"
"19018099999900487460","DEPORTE ACUATICO"
"19018099999900536541","DEPORTE ACUATICO"
"19018099999900477664","DEPORTE ACUATICO"
"19018099999900485426","DEPORTE ACUATICO"
"19018099999900478684","DEPORTE ACUATICO"
"19018099999900485428","DEPORTE ACUATICO"
"19018099999900495035","DEPORTE ACUATICO"
"19018099999900532179","DEPORTE ACUATICO"
"19018099999900496480","DEPORTE ACUATICO"
"19018099999900518354","DEPORTE ACUATICO"
"19018099999900489713","DEPORTE ACUATICO"
"19018099999900522109","DEPORTE ACUATICO"
"19018099999900486896","DEPORTE ACUATICO"
"19018099999900506082","DEPORTE ACUATICO"
"19018099999900518130","DEPORTE ACUATICO"
"19018099999900494677","DEPORTE ACUATICO"
"19018099999900478696","DEPORTE ACUATICO"
"19018099999900522740","DEPORTE ACUATICO"
"19018099999900490695","DEPORTE ACUATICO"
"19018099999900504478","DEPORTE ACUATICO"
"19018099999900517582","DEPORTE ACUATICO"
"19018099999900507144","DEPORTE ACUATICO"
"19018099999900491966","DEPORTE ACUATICO"
"19018099999900522442","DEPORTE ACUATICO"
"19018099999900474138","DEPORTE ACUATICO"
"19018099999900495492","DEPORTE ACUATICO"
"19018099999900523800","DEPORTE ACUATICO"
"19018099999900481210","DEPORTE ACUATICO"
"19018099999900533021","DEPORTE ACUATICO"
"19018099999900474650","DEPORTE ACUATICO"
"19018099999900536566","DEPORTE ACUATICO"
"19018099999900518684","DEPORTE ACUATICO"
"19018099999900473754","DEPORTE ACUATICO"
"19018099999900520815","DEPORTE ACUATICO"
"19018099999900534964","DEPORTE ACUATICO"
"19018099999900477212","DEPORTE ACUATICO"
"19018099999900487175","DEPORTE ACUATICO"
"19018099999900476840","DEPORTE ACUATICO"
"19018099999900478716","DEPORTE ACUATICO"
"19018099999900531069","DEPORTE ACUATICO"
"19018099999900510552","DEPORTE ACUATICO"
"19018099999900530498","DEPORTE ACUATICO"
"19018099999900505421","DEPORTE ACUATICO"
"19018099999900526579","DEPORTE ACUATICO"
"19018099999900499115","DEPORTE ACUATICO"
"19018099999900510557","DEPORTE ACUATICO"
"19018099999900536689","DEPORTE ACUATICO"
"19018099999900486125","DEPORTE ACUATICO"
"19018099999900485554","DEPORTE ACUATICO"
"19018099999900505759","DEPORTE ACUATICO"
"19018099999900485464","DEPORTE ACUATICO"
"19018099999900499809","DEPORTE ACUATICO"
"19018099999900479176","DEPORTE ACUATICO"
"19018099999900517653","DEPORTE ACUATICO"
"19018099999900487553","DEPORTE ACUATICO"
"19018099999900487892","DEPORTE ACUATICO"
"19018099999900474167","DEPORTE ACUATICO"
"19018099999900526883","DEPORTE ACUATICO"
"19018099999900496811","DEPORTE ACUATICO"
"19018099999900510321","DEPORTE ACUATICO"
"19018099999900513132","DEPORTE ACUATICO"
"19018099999900508779","DEPORTE ACUATICO"
"19018099999900481116","DEPORTE ACUATICO"
"19018099999900491688","DEPORTE ACUATICO"
"19018099999900504328","DEPORTE ACUATICO"
"19018099999900500358","DEPORTE ACUATICO"
"19018099999900507194","DEPORTE ACUATICO"
"19018099999900507194","DEPORTE ACUATICO"
"19018099999900475811","DEPORTE ACUATICO"
"19018099999900487869","DEPORTE ACUATICO"
"19018099999900518011","DEPORTE ACUATICO"
"19018099999900502602","DEPORTE ACUATICO"
"19018099999900475128","DEPORTE ACUATICO"
"19018099999900478358","DEPORTE ACUATICO"
"19018099999900513147","DEPORTE ACUATICO"
"19018099999900494062","DEPORTE ACUATICO"
"19018099999900480404","DEPORTE ACUATICO"
"19018099999900475247","DEPORTE ACUATICO"
"19018099999900509345","DEPORTE ACUATICO"
"19018099999900484354","DEPORTE ACUATICO"
"19018099999900519543","DEPORTE ACUATICO"
"19018099999900530340","DEPORTE ACUATICO"
"19018099999900533493","DEPORTE ACUATICO"
"19018099999900529905","DEPORTE ACUATICO"
"19018099999900480553","DEPORTE ACUATICO"
"19018099999900506663","DEPORTE ACUATICO"
"19018099999900478146","DEPORTE ACUATICO"
"19018099999900511276","DEPORTE ACUATICO"
"19018099999900481147","DEPORTE ACUATICO"
"19018099999900516380","DEPORTE ACUATICO"
"19018099999900502362","DEPORTE ACUATICO"
"19018099999900497582","DEPORTE ACUATICO"
"19018099999900502362","DEPORTE ACUATICO"
"19018099999900512005","DEPORTE ACUATICO"
"19018099999900526336","DEPORTE ACUATICO"
"19018099999900474209","DEPORTE ACUATICO"
"19018099999900474829","DEPORTE ACUATICO"
"19018099999900512537","DEPORTE ACUATICO"
"19018099999900480432","DEPORTE ACUATICO"
"19018099999900494824","DEPORTE ACUATICO"
"19018099999900490543","DEPORTE ACUATICO"
"19018099999900480899","DEPORTE ACUATICO"
"19018099999900533877","DEPORTE ACUATICO"
"19018099999900495148","DEPORTE ACUATICO"
"19018099999900484872","DEPORTE ACUATICO"
"19018099999900526101","DEPORTE ACUATICO"
"19018099999900497562","DEPORTE ACUATICO"
"19018099999900497898","DEPORTE ACUATICO"
"19018099999900491441","DEPORTE ACUATICO"
"19018099999900522511","DEPORTE ACUATICO"
"19018099999900489479","DEPORTE ACUATICO"
"19018099999900513188","DEPORTE ACUATICO"
"19018099999900526545","DEPORTE ACUATICO"
"19018099999900483691","DEPORTE ACUATICO"
"19018099999900483236","DEPORTE ACUATICO"
"19018099999900507224","DEPORTE ACUATICO"
"19018099999900518058","DEPORTE ACUATICO"
"19018099999900528816","DEPORTE ACUATICO"
"19018099999900515410","DEPORTE ACUATICO"
"19018099999900490564","DEPORTE ACUATICO"
"19018099999900475295","DEPORTE ACUATICO"
"19018099999900491548","DEPORTE ACUATICO"
"19018099999900479577","DEPORTE ACUATICO"
"19018099999900524239","DEPORTE ACUATICO"
"19018099999900487243","DEPORTE ACUATICO"
"19018099999900477286","DEPORTE ACUATICO"
"19018099999900487245","DEPORTE ACUATICO"
"19018099999900529742","DEPORTE ACUATICO"
"19018099999900521918","DEPORTE ACUATICO"
"19018099999900508591","DEPORTE ACUATICO"
"19018099999900509872","DEPORTE ACUATICO"
"19018099999900485527","DEPORTE ACUATICO"
"19018099999900501103","DEPORTE ACUATICO"
"19018099999900494119","DEPORTE ACUATICO"
"19018099999900514071","DEPORTE ACUATICO"
"19018099999900476965","DEPORTE ACUATICO"
"19018099999900495955","DEPORTE ACUATICO"
"19018099999900474560","DEPORTE ACUATICO"
"19018099999900533436","DEPORTE ACUATICO"
"19018099999900492952","DEPORTE ACUATICO"
"19018099999900474138","DEPORTE ACUATICO"
"19018099999900500654","DEPORTE ACUATICO"
"19018099999900488866","DEPORTE ACUATICO"
"19018099999900489516","DEPORTE ACUATICO"
"19018099999900491481","DEPORTE ACUATICO"
"19018099999900489832","DEPORTE ACUATICO"
"19018099999900482187","DEPORTE ACUATICO"
"19018099999900504906","DEPORTE ACUATICO"
"19018099999900534463","DEPORTE ACUATICO"
"19018099999900483277","DEPORTE ACUATICO"
"19018099999900522238","DEPORTE ACUATICO"
"19018099999900487273","DEPORTE ACUATICO"
"19018099999900496571","DEPORTE ACUATICO"
"19018099999900481220","DEPORTE ACUATICO"
"19018099999900525691","DEPORTE ACUATICO"
"19018099999900494832","DEPORTE ACUATICO"
"19018099999900516713","DEPORTE ACUATICO"
"19018099999900486422","DEPORTE ACUATICO"
"19018099999900500134","DEPORTE ACUATICO"
"19018099999900475906","DEPORTE ACUATICO"
"19018099999900521918","DEPORTE ACUATICO"
"19018099999900513672","DEPORTE ACUATICO"
"19018099999900532645","DEPORTE ACUATICO"
"19018099999900490264","DEPORTE ACUATICO"
"19018099999900486694","DEPORTE ACUATICO"
"19018099999900487282","DEPORTE ACUATICO"
"19018099999900490050","DEPORTE ACUATICO"
"19018099999900508901","DEPORTE ACUATICO"
"19018099999900502553","DEPORTE ACUATICO"
"19018099999900508901","DEPORTE ACUATICO"
"19018099999900510838","DEPORTE ACUATICO"
"19018099999900491779","DEPORTE ACUATICO"
"19018099999900502689","DEPORTE ACUATICO"
"19018099999900528149","DEPORTE ACUATICO"
"19018099999900484338","DEPORTE ACUATICO"
"19018099999900526810","DEPORTE ACUATICO"
"19018099999900474560","DEPORTE ACUATICO"
"19018099999900535195","DEPORTE ACUATICO"
"19018099999900533273","DEPORTE ACUATICO"
"19018099999900481584","DEPORTE ACUATICO"
"19018099999900497852","DEPORTE ACUATICO"
"19018099999900482220","DEPORTE ACUATICO"
"19018099999900526717","DEPORTE ACUATICO"
"19018099999900494168","DEPORTE ACUATICO"
"19018099999900477022","DEPORTE ACUATICO"
"19018099999900528079","DEPORTE ACUATICO"
"19018099999900482701","DEPORTE ACUATICO"
"19018099999900516284","DEPORTE ACUATICO"
"19018099999900506964","DEPORTE ACUATICO"
"19018099999900485393","DEPORTE ACUATICO"
"19018099999900486442","DEPORTE ACUATICO"
"19018099999900476056","DEPORTE ACUATICO"
"19018099999900488719","DEPORTE ACUATICO"
"19018099999900494173","DEPORTE ACUATICO"
"19018099999900480281","DEPORTE ACUATICO"
"19018099999900483754","DEPORTE ACUATICO"
"19018099999900523955","DEPORTE ACUATICO"
"19018099999900527881","DEPORTE ACUATICO"
"19018099999900484363","DEPORTE ACUATICO"
"19018099999900475255","DEPORTE ACUATICO"
"19018099999900514124","DEPORTE ACUATICO"
"19018099999900502612","DEPORTE ACUATICO"
"19018099999900481272","DEPORTE ACUATICO"
"19018099999900493164","DEPORTE ACUATICO"
"19018099999900489713","DEPORTE ACUATICO"
"19018099999900485235","DEPORTE ACUATICO"
"19018099999900501589","DEPORTE ACUATICO"
"19018099999900484062","DEPORTE ACUATICO"
"19018099999900487049","DEPORTE ACUATICO"
"19018099999900502938","DEPORTE ACUATICO"
