"Ticket","Familia"
"011146/T-2","BALERINAS"
"015358/T-2","BALERINAS"
"015339/T-2","BALERINAS"
"011106/T-2","BALERINAS"
"012560/T-2","BALERINAS"
"011532/T-2","BALERINAS"
"012515/T-2","BALERINAS"
"013836/T-2","BALERINAS"
"012417/T-2","BALERINAS"
"016456/T-2","BALERINAS"
"013074/T-2","BALERINAS"
"015120/T-2","BALERINAS"
"015116/T-2","BALERINAS"
"013012/T-2","BALERINAS"
"015103/T-2","BALERINAS"
"012991/T-2","BALERINAS"
"011507/T-2","BALERINAS"
"015088/T-2","BALERINAS"
"012967/T-2","BALERINAS"
"015064/T-2","BALERINAS"
"012936/T-2","BALERINAS"
"012910/T-2","BALERINAS"
"012909/T-2","BALERINAS"
"011422/T-2","BALERINAS"
"012898/T-2","BALERINAS"
"012892/T-2","BALERINAS"
"012890/T-2","BALERINAS"
"016202/T-2","BALERINAS"
"012802/T-2","BALERINAS"
"012036/T-2","BALERINAS"
"016731/T-2","BALERINAS"
"017170/T-2","BALERINAS"
"012745/T-2","BALERINAS"
"014851/T-2","BALERINAS"
"014823/T-2","BALERINAS"
"014136/T-2","BALERINAS"
"014787/T-2","BALERINAS"
"016600/T-2","BALERINAS"
"015334/T-2","BALERINAS"
"012572/T-2","BALERINAS"
"012523/T-2","BALERINAS"
"014674/T-2","BALERINAS"
"011739/T-2","BALERINAS"
"012471/T-2","BALERINAS"
"013850/T-2","BALERINAS"
"012432/T-2","BALERINAS"
"012406/T-2","BALERINAS"
"015767/T-2","BALERINAS"
"012352/T-2","BALERINAS"
"015120/T-2","BALERINAS"
"014451/T-2","BALERINAS"
"012189/T-2","BALERINAS"
"014366/T-2","BALERINAS"
"012156/T-2","BALERINAS"
"017282/T-2","BALERINAS"
"016201/T-2","BALERINAS"
"012084/T-2","BALERINAS"
"014280/T-2","BALERINAS"
"017226/T-2","BALERINAS"
"016791/T-2","BALERINAS"
"011337/T-2","BALERINAS"
"017222/T-2","BALERINAS"
"015510/T-2","BALERINAS"
"011331/T-2","BALERINAS"
"015506/T-2","BALERINAS"
"016122/T-2","BALERINAS"
"016124/T-2","BALERINAS"
"011249/T-2","BALERINAS"
"013340/T-2","BALERINAS"
"015984/T-2","BALERINAS"
"011893/T-2","BALERINAS"
"015345/T-2","BALERINAS"
"014006/T-2","BALERINAS"
"015293/T-2","BALERINAS"
"011784/T-2","BALERINAS"
"016984/T-2","BALERINAS"
"013940/T-2","BALERINAS"
"015865/T-2","BALERINAS"
"015864/T-2","BALERINAS"
"016468/T-2","BALERINAS"
"015789/T-2","BALERINAS"
"013824/T-2","BALERINAS"
"015765/T-2","BALERINAS"
"017277/T-2","BALERINAS"
"013802/T-2","BALERINAS"
"013800/T-2","BALERINAS"
"016847/T-2","BALERINAS"
"013746/T-2","BALERINAS"
"012301/T-2","BALERINAS"
"016560/T-2","BALERINAS"
"012258/T-2","BALERINAS"
"013648/T-2","BALERINAS"
"013642/T-2","BALERINAS"
"017353/T-2","BALERINAS"
"013621/T-2","BALERINAS"
"017338/T-2","BALERINAS"
"017336/T-2","BALERINAS"
"013579/T-2","BALERINAS"
"011626/T-2","BALERINAS"
"015537/T-2","BALERINAS"
"015337/T-2","BALERINAS"
"011357/T-2","BALERINAS"
"012814/T-2","BALERINAS"
"014245/T-2","BALERINAS"
"015114/T-2","BALERINAS"
"013007/T-2","BALERINAS"
"012024/T-2","BALERINAS"
"017134/T-2","BALERINAS"
"013362/T-2","BALERINAS"
"011196/T-2","BALERINAS"
"014802/T-2","BALERINAS"
"013330/T-2","BALERINAS"
"016463/T-2","BALERINAS"
"015380/T-2","BALERINAS"
"011163/T-2","BALERINAS"
"014786/T-2","BALERINAS"
"017073/T-2","BALERINAS"
"014075/T-2","BALERINAS"
"011877/T-2","BALERINAS"
"011142/T-2","BALERINAS"
"017054/T-2","BALERINAS"
"017264/T-2","BALERINAS"
"017038/T-2","BALERINAS"
"014024/T-2","BALERINAS"
"012590/T-2","BALERINAS"
"015298/T-2","BALERINAS"
"015300/T-2","BALERINAS"
"015294/T-2","BALERINAS"
"014647/T-2","BALERINAS"
"012477/T-2","BALERINAS"
"013307/T-2","BALERINAS"
"015358/T-2","BALERINAS"
"015746/T-2","BALERINAS"
"015156/T-2","BALERINAS"
"016848/T-2","BALERINAS"
"011541/T-2","BALERINAS"
"015672/T-2","BALERINAS"
"011497/T-2","BALERINAS"
"011479/T-2","BALERINAS"
"012939/T-2","BALERINAS"
"014602/T-2","BALERINAS"
"012903/T-2","BALERINAS"
"011416/T-2","BALERINAS"
"012125/T-2","BALERINAS"
"014944/T-2","BALERINAS"
"012822/T-2","BALERINAS"
"016788/T-2","BALERINAS"
"014920/T-2","BALERINAS"
"016772/T-2","BALERINAS"
"011803/T-2","BALERINAS"
"012545/T-2","BALERINAS"
"016984/T-2","BALERINAS"
"012751/T-2","BALERINAS"
"016731/T-2","BALERINAS"
"014823/T-2","BALERINAS"
"014592/T-2","BALERINAS"
"011900/T-2","BALERINAS"
"017074/T-2","BALERINAS"
"012126/T-2","BALERINAS"
"013104/T-2","BALERINAS"
"014763/T-2","BALERINAS"
"013276/T-2","BALERINAS"
"015339/T-2","BALERINAS"
"015331/T-2","BALERINAS"
"014493/T-2","BALERINAS"
"013842/T-2","BALERINAS"
"013118/T-2","BALERINAS"
"012318/T-2","BALERINAS"
"011513/T-2","BALERINAS"
"013841/T-2","BALERINAS"
"012141/T-2","BALERINAS"
"014344/T-2","BALERINAS"
"011392/T-2","BALERINAS"
"015755/T-2","BALERINAS"
"016870/T-2","BALERINAS"
"011357/T-2","BALERINAS"
"012072/T-2","BALERINAS"
"014279/T-2","BALERINAS"
"011810/T-2","BALERINAS"
"013692/T-2","BALERINAS"
"012747/T-2","BALERINAS"
"012218/T-2","BALERINAS"
"011130/T-2","BALERINAS"
"016473/T-2","BALERINAS"
"011436/T-2","BALERINAS"
"011912/T-2","BALERINAS"
"011912/T-2","BALERINAS"
"014995/T-2","BALERINAS"
"013071/T-2","BALERINAS"
"013996/T-2","BALERINAS"
"014481/T-2","BALERINAS"
"016335/T-2","BALERINAS"
"016731/T-2","BALERINAS"
"011492/T-2","BALERINAS"
"016509/T-2","BALERINAS"
"012465/T-2","BALERINAS"
"014630/T-2","BALERINAS"
"013868/T-2","BALERINAS"
"011618/T-2","BALERINAS"
"016615/T-2","BALERINAS"
"015980/T-2","BALERINAS"
"017131/T-2","BALERINAS"
"015955/T-2","BALERINAS"
"016350/T-2","BALERINAS"
"016312/T-2","BALERINAS"
"012707/T-2","BALERINAS"
"013619/T-2","BALERINAS"
"015338/T-2","BALERINAS"
"015321/T-2","BALERINAS"
"016219/T-2","BALERINAS"
"012304/T-2","BALERINAS"
"015755/T-2","BALERINAS"
"017162/T-2","BALERINAS"
"017162/T-2","BALERINAS"
"016712/T-2","BALERINAS"
"011146/T-2","BALERINAS"
"015754/T-2","BALERINAS"
"011618/T-2","BALERINAS"
"011166/T-2","BALERINAS"
"012128/T-2","BALERINAS"
"011142/T-2","BALERINAS"
"014042/T-2","BALERINAS"
"012329/T-2","BALERINAS"
"013251/T-2","BALERINAS"
"013122/T-2","BALERINAS"
"015757/T-2","BALERINAS"
"013345/T-2","BALERINAS"
"017300/T-2","BALERINAS"
"011173/T-2","BALERINAS"
"015051/T-2","BALERINAS"
"013048/T-2","BALERINAS"
"011962/T-2","BALERINAS"
"016448/T-2","BALERINAS"
"014383/T-2","BALERINAS"
"011595/T-2","BALERINAS"
"014597/T-2","BALERINAS"
"011741/T-2","BALERINAS"
"015324/T-2","BALERINAS"
"011223/T-2","BALERINAS"
"011514/T-2","BALERINAS"
"013277/T-2","BALERINAS"
"011953/T-2","BALERINAS"
"016726/T-2","BALERINAS"
"015794/T-2","BALERINAS"
"016964/T-2","BALERINAS"
"011308/T-2","BALERINAS"
"012591/T-2","BALERINAS"
"014593/T-2","BALERINAS"
"012353/T-2","BALERINAS"
"011394/T-2","BALERINAS"
"014802/T-2","BALERINAS"
"015757/T-2","BALERINAS"
"015729/T-2","BALERINAS"
"011124/T-2","BALERINAS"
"014511/T-2","BALERINAS"
"017020/T-2","BALERINAS"
"012074/T-2","BALERINAS"
"013049/T-2","BALERINAS"
"011805/T-2","BALERINAS"
"015781/T-2","BALERINAS"
"016211/T-2","BALERINAS"
"012073/T-2","BALERINAS"
"012875/T-2","BALERINAS"
"015238/T-2","BALERINAS"
"015343/T-2","BALERINAS"
"011573/T-2","BALERINAS"
"011397/T-2","BALERINAS"
"013048/T-2","BALERINAS"
"012126/T-2","BALERINAS"
"011491/T-2","BALERINAS"
"012737/T-2","BALERINAS"
"012131/T-2","BALERINAS"
"016839/T-2","BALERINAS"
"016724/T-2","BALERINAS"
"012738/T-2","BALERINAS"
"011337/T-2","BALERINAS"
"016727/T-2","BALERINAS"
"015330/T-2","BALERINAS"
"013349/T-2","BOTAS"
"017114/T-2","BOTAS"
"011859/T-2","BOTAS"
"011860/T-2","BOTAS"
"016938/T-2","BOTAS"
"016425/T-2","BOTAS"
"016493/T-2","BOTAS"
"016929/T-2","BOTAS"
"016711/T-2","BOTAS"
"016703/T-2","BOTAS"
"012513/T-2","BOTAS"
"017181/T-2","BOTAS"
"017028/T-2","BOTAS"
"013437/T-2","BOTAS"
"017348/T-2","BOTAS"
"011465/T-2","BOTAS"
"011233/T-2","BOTAS"
"016792/T-2","BOTAS"
"016481/T-2","BOTAS"
"017071/T-2","BOTAS"
"016945/T-2","BOTAS"
"012526/T-2","BOTAS"
"016188/T-2","BOTAS"
"016815/T-2","BOTAS"
"011835/T-2","BOTAS"
"015080/T-2","BOTAS"
"017365/T-2","BOTAS"
"016728/T-2","BOTAS"
"016774/T-2","BOTAS"
"015181/T-2","BOTAS"
"011149/T-2","BOTAS"
"011834/T-2","BOTAS"
"016573/T-2","BOTAS"
"012279/T-2","BOTAS"
"012275/T-2","BOTAS"
"017126/T-2","BOTAS"
"011769/T-2","BOTAS"
"016371/T-2","BOTAS"
"011175/T-2","BOTAS"
"011829/T-2","BOTAS"
"016515/T-2","BOTAS"
"017334/T-2","BOTAS"
"017304/T-2","BOTAS"
"015184/T-2","BOTAS"
"016747/T-2","BOTAS"
"017327/T-2","BOTAS"
"016683/T-2","BOTAS"
"016422/T-2","BOTAS"
"013203/T-2","BOTAS"
"016594/T-2","BOTAS"
"017045/T-2","BOTAS"
"016925/T-2","BOTAS"
"017016/T-2","BOTAS"
"017369/T-2","BOTAS"
"011404/T-2","BOTAS"
"016824/T-2","BOTAS"
"014478/T-2","BOTAS"
"011386/T-2","BOTAS"
"016488/T-2","BOTAS"
"016264/T-2","BOTAS"
"016795/T-2","BOTAS"
"017278/T-2","BOTAS"
"016481/T-2","BOTAS"
"011495/T-2","BOTAS"
"012521/T-2","BOTAS"
"016665/T-2","BOTAS"
"016652/T-2","BOTAS"
"015185/T-2","BOTAS"
"016425/T-2","BOTAS"
"016908/T-2","BOTAS"
"016371/T-2","BOTAS"
"016489/T-2","BOTAS"
"017059/T-2","BOTAS"
"017238/T-2","BOTAS"
"016219/T-2","BOTAS"
"015248/T-2","BOTAS"
"016568/T-2","BOTAS"
"017341/T-2","BOTAS"
"016327/T-2","BOTAS"
"016534/T-2","BOTAS"
"011925/T-2","BOTAS"
"016422/T-2","BOTAS"
"012405/T-2","BOTAS"
"012362/T-2","BOTAS"
"011591/T-2","BOTAS"
"016909/T-2","BOTAS"
"016487/T-2","BOTAS"
"016151/T-2","BOTAS"
"014176/T-2","BOTAS"
"016835/T-2","BOTAS"
"013973/T-2","BOTAS"
"017161/T-2","BOTAS"
"011798/T-2","BOTAS"
"016265/T-2","BOTAS"
"016299/T-2","BOTAS"
"016570/T-2","BOTAS"
"016786/T-2","BOTAS"
"011199/T-2","BOTAS"
"012067/T-2","BOTAS"
"016128/T-2","BOTINES"
"011553/T-2","BOTINES"
"017249/T-2","BOTINES"
"016342/T-2","BOTINES"
"014407/T-2","BOTINES"
"016302/T-2","BOTINES"
"016239/T-2","BOTINES"
"014359/T-2","BOTINES"
"017010/T-2","BOTINES"
"015799/T-2","BOTINES"
"015600/T-2","BOTINES"
"015672/T-2","BOTINES"
"016525/T-2","BOTINES"
"015691/T-2","BOTINES"
"014050/T-2","BOTINES"
"016035/T-2","BOTINES"
"011798/T-2","BOTINES"
"016894/T-2","BOTINES"
"016055/T-2","BOTINES"
"012830/T-2","BOTINES"
"017261/T-2","BOTINES"
"016813/T-2","BOTINES"
"016855/T-2","BOTINES"
"013526/T-2","BOTINES"
"011530/T-2","BOTINES"
"015669/T-2","BOTINES"
"016501/T-2","BOTINES"
"015881/T-2","BOTINES"
"014623/T-2","BOTINES"
"016017/T-2","BOTINES"
"016525/T-2","BOTINES"
"011495/T-2","BOTINES"
"014628/T-2","BOTINES"
"017262/T-2","BOTINES"
"016736/T-2","BOTINES"
"011388/T-2","BOTINES"
"014614/T-2","BOTINES"
"016352/T-2","BOTINES"
"012662/T-2","BOTINES"
"016190/T-2","BOTINES"
"012244/T-2","BOTINES"
"012969/T-2","BOTINES"
"014714/T-2","BOTINES"
"013109/T-2","BOTINES"
"016830/T-2","BOTINES"
"017361/T-2","BOTINES"
"017355/T-2","BOTINES"
"016701/T-2","BOTINES"
"017267/T-2","BOTINES"
"017120/T-2","BOTINES"
"016737/T-2","BOTINES"
"016533/T-2","BOTINES"
"017167/T-2","BOTINES"
"013831/T-2","BOTINES"
"017293/T-2","BOTINES"
"011955/T-2","BOTINES"
"014675/T-2","BOTINES"
"017223/T-2","BOTINES"
"013245/T-2","BOTINES"
"011711/T-2","BOTINES"
"016999/T-2","BOTINES"
"016560/T-2","BOTINES"
"016322/T-2","BOTINES"
"016552/T-2","BOTINES"
"017238/T-2","BOTINES"
"016978/T-2","BOTINES"
"016308/T-2","BOTINES"
"016528/T-2","BOTINES"
"013248/T-2","BOTINES"
"016697/T-2","BOTINES"
"017055/T-2","BOTINES"
"016970/T-2","BOTINES"
"012332/T-2","BOTINES"
"016236/T-2","BOTINES"
"015850/T-2","BOTINES"
"016401/T-2","BOTINES"
"017340/T-2","BOTINES"
"017340/T-2","BOTINES"
"016577/T-2","BOTINES"
"015722/T-2","BOTINES"
"011554/T-2","BOTINES"
"016120/T-2","BOTINES"
"015679/T-2","BOTINES"
"017169/T-2","BOTINES"
"016298/T-2","BOTINES"
"016296/T-2","BOTINES"
"013202/T-2","BOTINES"
"013889/T-2","BOTINES"
"013247/T-2","BOTINES"
"015837/T-2","BOTINES"
"016696/T-2","BOTINES"
"016696/T-2","BOTINES"
"016038/T-2","BOTINES"
"016730/T-2","BOTINES"
"016008/T-2","BOTINES"
"016240/T-2","BOTINES"
"017297/T-2","BOTINES"
"013201/T-2","BOTINES"
"016351/T-2","BOTINES"
"012130/T-2","BOTINES"
"016431/T-2","BOTINES"
"011145/T-2","BOTINES"
"016754/T-2","BOTINES"
"016354/T-2","BOTINES"
"017024/T-2","BOTINES"
"012638/T-2","BOTINES"
"015906/T-2","BOTINES"
"016576/T-2","BOTINES"
"016572/T-2","BOTINES"
"016553/T-2","BOTINES"
"016544/T-2","BOTINES"
"016309/T-2","BOTINES"
"016351/T-2","BOTINES"
"013408/T-2","BOTINES"
"014189/T-2","BOTINES"
"016517/T-2","BOTINES"
"013200/T-2","BOTINES"
"012225/T-2","BOTINES"
"011719/T-2","BOTINES"
"017000/T-2","BOTINES"
"015634/T-2","BOTINES"
"016926/T-2","BOTINES"
"016252/T-2","BOTINES"
"016904/T-2","BOTINES"
"017017/T-2","BOTINES"
"013797/T-2","BOTINES"
"016394/T-2","BOTINES"
"016386/T-2","BOTINES"
"016810/T-2","BOTINES"
"016169/T-2","BOTINES"
"015913/T-2","BOTINES"
"016354/T-2","BOTINES"
"012041/T-2","BOTINES"
"016571/T-2","BOTINES"
"012553/T-2","BOTINES"
"016934/T-2","BOTINES"
"017248/T-2","BOTINES"
"016807/T-2","BOTINES"
"017019/T-2","BOTINES"
"011467/T-2","BOTINES"
"017342/T-2","BOTINES"
"016694/T-2","BOTINES"
"016265/T-2","BOTINES"
"016695/T-2","BOTINES"
"016911/T-2","BOTINES"
"016421/T-2","BOTINES"
"016507/T-2","BOTINES"
"017282/T-2","BOTINES"
"011890/T-2","BOTINES"
"012120/T-2","BOTINES"
"016334/T-2","BOTINES"
"016622/T-2","BOTINES"
"016401/T-2","BOTINES"
"017240/T-2","BOTINES"
"011845/T-2","BOTINES"
"016168/T-2","BOTINES"
"017032/T-2","BOTINES"
"014717/T-2","BOTINES"
"016286/T-2","BOTINES"
"015893/T-2","BOTINES"
"014231/T-2","BOTINES"
"016558/T-2","BOTINES"
"016748/T-2","BOTINES"
"016868/T-2","BOTINES"
"016988/T-2","BOTINES"
"016538/T-2","BOTINES"
"016316/T-2","BOTINES"
"012742/T-2","BOTINES"
"011979/T-2","BOTINES"
"016708/T-2","BOTINES"
"016496/T-2","BOTINES"
"016264/T-2","BOTINES"
"016462/T-2","BOTINES"
"015723/T-2","BOTINES"
"012392/T-2","BOTINES"
"016405/T-2","BOTINES"
"016037/T-2","BOTINES"
"015749/T-2","BOTINES"
"016181/T-2","BOTINES"
"013506/T-2","BOTINES"
"012588/T-2","BOTINES"
"016574/T-2","BOTINES"
"011889/T-2","BOTINES"
"011239/T-2","BOTINES"
"017347/T-2","BOTINES"
"016259/T-2","BOTINES"
"015732/T-2","BOTINES"
"015786/T-2","BOTINES"
"016455/T-2","BOTINES"
"016656/T-2","BOTINES"
"011143/T-2","BOTINES"
"016695/T-2","BOTINES"
"016386/T-2","BOTINES"
"016473/T-2","BOTINES"
"017167/T-2","BOTINES"
"011176/T-2","BOTINES"
"016086/T-2","BOTINES"
"016715/T-2","BOTINES"
"016758/T-2","BOTINES"
"011197/T-2","BOTINES"
"015858/T-2","BOTINES"
"016963/T-2","BOTINES"
"013203/T-2","BOTINES"
"017212/T-2","BOTINES"
"015567/T-2","BOTINES"
"016701/T-2","BOTINES"
"012378/T-2","BOTINES"
"011946/T-2","BOTINES"
"016374/T-2","BOTINES"
"016352/T-2","BOTINES"
"016457/T-2","BOTINES"
"017213/T-2","BOTINES"
"011402/T-2","BOTINES"
"011882/T-2","BOTINES"
"012862/T-2","BOTINES"
"016936/T-2","BOTINES"
"016405/T-2","BOTINES"
"016854/T-2","BOTINES"
"016374/T-2","BOTINES"
"017034/T-2","BOTINES"
"015668/T-2","BOTINES"
"016226/T-2","BOTINES"
"013675/T-2","BOTINES"
"017136/T-2","BOTINES"
"016394/T-2","BOTINES"
"016740/T-2","BOTINES"
"016720/T-2","BOTINES"
"016076/T-2","BOTINES"
"014421/T-2","BOTINES"
"012402/T-2","BOTINES"
"016166/T-2","BOTINES"
"016029/T-2","BOTINES"
"016431/T-2","BOTINES"
"016373/T-2","BOTINES"
"016598/T-2","BOTINES"
"012232/T-2","BOTINES"
"017069/T-2","BOTINES"
"016202/T-2","BOTINES"
"016247/T-2","BOTINES"
"016601/T-2","BOTINES"
"011689/T-2","BOTINES"
"016048/T-2","BOTINES"
"016086/T-2","BOTINES"
"016154/T-2","BOTINES"
"016759/T-2","BOTINES"
"011252/T-2","BOTINES"
"012965/T-2","BOTINES"
"016048/T-2","BOTINES"
"016541/T-2","BOTINES"
"015741/T-2","BOTINES"
"014859/T-2","BOTINES"
"017284/T-2","BOTINES"
"016226/T-2","BOTINES"
"016898/T-2","BOTINES"
"015739/T-2","BOTINES"
"015984/T-2","BOTINES"
"016853/T-2","BOTINES"
"016227/T-2","BOTINES"
"017276/T-2","BOTINES"
"016589/T-2","BOTINES"
"016453/T-2","BOTINES"
"017081/T-2","BOTINES"
"016966/T-2","BOTINES"
"016496/T-2","BOTINES"
"016582/T-2","BOTINES"
"011253/T-2","BOTINES"
"015635/T-2","BOTINES"
"015940/T-2","BOTINES"
"016651/T-2","BOTINES"
"017082/T-2","BOTINES"
"016373/T-2","BOTINES"
"017315/T-2","BOTINES"
"011178/T-2","BOTINES"
"011995/T-2","BOTINES"
"011854/T-2","BOTINES"
"016835/T-2","BOTINES"
"015435/T-2","COSMETIQUERA"
"017231/T-2","COSMETIQUERA"
"017257/T-2","COSMETIQUERA"
"015470/T-2","COSMETIQUERA"
"011396/T-2","BOLSA"
"011703/T-2","BOLSA"
"014540/T-2","BOLSA"
"013282/T-2","BOLSA"
"011267/T-2","BOLSA"
"011318/T-2","BOLSA"
"012472/T-2","BOLSA"
"011157/T-2","BOLSA"
"011693/T-2","BOLSA"
"012100/T-2","BALERINAS"
"014242/T-2","BALERINAS"
"013433/T-2","BALERINAS"
"015704/T-2","BALERINAS"
"013442/T-2","BALERINAS"
"013896/T-2","BALERINAS"
"016890/T-2","BALERINAS"
"014693/T-2","BALERINAS"
"016677/T-2","BALERINAS"
"012802/T-2","BALERINAS"
"012860/T-2","BALERINAS"
"012773/T-2","BALERINAS"
"015935/T-2","BALERINAS"
"015558/T-2","BALERINAS"
"016015/T-2","BALERINAS"
"016063/T-2","BALERINAS"
"011761/T-2","BALERINAS"
"011414/T-2","BALERINAS"
"015602/T-2","BALERINAS"
"015988/T-2","BALERINAS"
"016377/T-2","BALERINAS"
"015578/T-2","BALERINAS"
"013629/T-2","BALERINAS"
"015559/T-2","BALERINAS"
"015537/T-2","BALERINAS"
"015934/T-2","BALERINAS"
"012560/T-2","BALERINAS"
"011456/T-2","BALERINAS"
"016377/T-2","BALERINAS"
"013960/T-2","BALERINAS"
"013876/T-2","BALERINAS"
"014557/T-2","BALERINAS"
"011855/T-2","BALERINAS"
"015515/T-2","BALERINAS"
"016743/T-2","BALERINAS"
"011913/T-2","BALERINAS"
"013844/T-2","BALERINAS"
"014240/T-2","BALERINAS"
"012247/T-2","BALERINAS"
"012163/T-2","BALERINAS"
"011541/T-2","BALERINAS"
"015474/T-2","BALERINAS"
"015455/T-2","BALERINAS"
"013644/T-2","BALERINAS"
"011457/T-2","BALERINAS"
"014359/T-2","BALERINAS"
"011864/T-2","BALERINAS"
"013666/T-2","BALERINAS"
"013825/T-2","BALERINAS"
"013537/T-2","BALERINAS"
"014067/T-2","BALERINAS"
"014007/T-2","BALERINAS"
"016330/T-2","BALERINAS"
"017328/T-2","BALERINAS"
"016310/T-2","BALERINAS"
"014378/T-2","BALERINAS"
"015615/T-2","BALERINAS"
"013766/T-2","BALERINAS"
"014261/T-2","BALERINAS"
"014420/T-2","BALERINAS"
"016637/T-2","BALERINAS"
"011950/T-2","BALERINAS"
"014064/T-2","BALERINAS"
"015748/T-2","BALERINAS"
"013782/T-2","BALERINAS"
"015882/T-2","BALERINAS"
"016295/T-2","BALERINAS"
"013467/T-2","BALERINAS"
"012180/T-2","BALERINAS"
"011409/T-2","BALERINAS"
"013611/T-2","BALERINAS"
"014931/T-2","BALERINAS"
"014858/T-2","BALERINAS"
"011917/T-2","BALERINAS"
"014096/T-2","BALERINAS"
"013535/T-2","BALERINAS"
"012532/T-2","BALERINAS"
"014084/T-2","BALERINAS"
"017272/T-2","BALERINAS"
"017060/T-2","BALERINAS"
"013322/T-2","BALERINAS"
"015751/T-2","BALERINAS"
"016224/T-2","BALERINAS"
"017159/T-2","BALERINAS"
"011261/T-2","BALERINAS"
"014022/T-2","BALERINAS"
"013794/T-2","BALERINAS"
"015976/T-2","BALERINAS"
"014024/T-2","BALERINAS"
"015518/T-2","BALERINAS"
"016319/T-2","INFANTIL"
"013604/T-2","INFANTIL"
"014543/T-2","INFANTIL"
"013604/T-2","INFANTIL"
"014105/T-2","INFANTIL"
"013163/T-2","INFANTIL"
"014128/T-2","INFANTIL"
"013874/T-2","INFANTIL"
"013604/T-2","INFANTIL"
"017026/T-2","INFANTIL"
"013384/T-2","INFANTIL"
"014224/T-2","INFANTIL"
"013804/T-2","INFANTIL"
"017123/T-2","INFANTIL"
"013225/T-2","INFANTIL"
"015016/T-2","INFANTIL"
"013968/T-2","INFANTIL"
"013487/T-2","INFANTIL"
"013582/T-2","INFANTIL"
"013191/T-2","INFANTIL"
"013581/T-2","INFANTIL"
"015016/T-2","INFANTIL"
"014951/T-2","INFANTIL"
"017191/T-2","INFANTIL"
"014487/T-2","INFANTIL"
"016934/T-2","INFANTIL"
"014620/T-2","INFANTIL"
"015336/T-2","INFANTIL"
"013924/T-2","INFANTIL"
"014952/T-2","INFANTIL"
"013636/T-2","INFANTIL"
"015394/T-2","INFANTIL"
"015489/T-2","INFANTIL"
"013967/T-2","INFANTIL"
"013604/T-2","INFANTIL"
"013754/T-2","INFANTIL"
"013574/T-2","INFANTIL"
"016497/T-2","INFANTIL"
"017358/T-2","INFANTIL"
"013810/T-2","INFANTIL"
"013106/T-2","INFANTIL"
"014080/T-2","INFANTIL"
"013226/T-2","INFANTIL"
"014314/T-2","INFANTIL"
"013279/T-2","INFANTIL"
"013951/T-2","INFANTIL"
"014676/T-2","INFANTIL"
"017039/T-2","INFANTIL"
"013419/T-2","INFANTIL"
"017035/T-2","INFANTIL"
"013325/T-2","INFANTIL"
"016119/T-2","INFANTIL"
"015167/T-2","INFANTIL"
"015395/T-2","INFANTIL"
"013403/T-2","INFANTIL"
"013546/T-2","INFANTIL"
"016327/T-2","INFANTIL"
"013528/T-2","INFANTIL"
"016473/T-2","INFANTIL"
"015018/T-2","INFANTIL"
"013486/T-2","INFANTIL"
"015454/T-2","INFANTIL"
"013653/T-2","INFANTIL"
"016919/T-2","INFANTIL"
"015727/T-2","INFANTIL"
"015320/T-2","INFANTIL"
"015379/T-2","INFANTIL"
"013311/T-2","INFANTIL"
"017003/T-2","INFANTIL"
"013866/T-2","INFANTIL"
"013932/T-2","INFANTIL"
"015153/T-2","INFANTIL"
"015574/T-2","INFANTIL"
"015589/T-2","INFANTIL"
"016284/T-2","INFANTIL"
"016643/T-2","INFANTIL"
"013804/T-2","INFANTIL"
"013547/T-2","INFANTIL"
"013609/T-2","INFANTIL"
"015166/T-2","INFANTIL"
"013413/T-2","INFANTIL"
"014516/T-2","INFANTIL"
"016470/T-2","INFANTIL"
"014744/T-2","INFANTIL"
"016589/T-2","INFANTIL"
"013315/T-2","INFANTIL"
"016289/T-2","INFANTIL"
"015957/T-2","INFANTIL"
"013412/T-2","INFANTIL"
"017073/T-2","INFANTIL"
"015907/T-2","INFANTIL"
"013757/T-2","INFANTIL"
"014777/T-2","INFANTIL"
"017191/T-2","INFANTIL"
"013292/T-2","INFANTIL"
"014058/T-2","INFANTIL"
"015470/T-2","INFANTIL"
"013929/T-2","INFANTIL"
"014039/T-2","INFANTIL"
"013159/T-2","INFANTIL"
"013897/T-2","INFANTIL"
"016952/T-2","INFANTIL"
"014255/T-2","INFANTIL"
"013625/T-2","INFANTIL"
"015630/T-2","INFANTIL"
"013196/T-2","INFANTIL"
"013595/T-2","INFANTIL"
"015009/T-2","INFANTIL"
"013579/T-2","INFANTIL"
"013565/T-2","INFANTIL"
"017042/T-2","INFANTIL"
"013757/T-2","INFANTIL"
"016288/T-2","INFANTIL"
"013421/T-2","INFANTIL"
"014622/T-2","INFANTIL"
"016692/T-2","INFANTIL"
"013270/T-2","INFANTIL"
"014036/T-2","INFANTIL"
"016953/T-2","INFANTIL"
"015972/T-2","INFANTIL"
"014057/T-2","INFANTIL"
"013836/T-2","INFANTIL"
"015728/T-2","INFANTIL"
"014989/T-2","INFANTIL"
"017089/T-2","INFANTIL"
"015136/T-2","INFANTIL"
"014566/T-2","INFANTIL"
"013319/T-2","INFANTIL"
"013505/T-2","INFANTIL"
"012494/T-2","LENTES"
"012479/T-2","LENTES"
"015238/T-2","LLAVERO"
"015406/T-2","LLAVERO"
"015636/T-2","LLAVERO"
"015623/T-2","LLAVERO"
"015421/T-2","LLAVERO"
"015757/T-2","LLAVERO"
"015837/T-2","LLAVERO"
"015417/T-2","LLAVERO"
"012017/T-2","LLAVERO"
"015856/T-2","LLAVERO"
