"Ticket","Familia"
"011687/T-2","MOCASINES"
"013156/T-2","MOCASINES"
"013138/T-2","MOCASINES"
"014992/T-2","MOCASINES"
"012340/T-2","MOCASINES"
"015292/T-2","MOCASINES"
"012698/T-2","MOCASINES"
"014394/T-2","MOCASINES"
"011452/T-2","MOCASINES"
"011434/T-2","MOCASINES"
"012110/T-2","MOCASINES"
"016805/T-2","MOCASINES"
"011588/T-2","MOCASINES"
"012340/T-2","MOCASINES"
"013464/T-2","MOCASINES"
"014819/T-2","MOCASINES"
"014127/T-2","MOCASINES"
"011195/T-2","MOCASINES"
"014099/T-2","MOCASINES"
"012646/T-2","MOCASINES"
"011148/T-2","MOCASINES"
"011783/T-2","MOCASINES"
"011267/T-2","MOCASINES"
"011478/T-2","MOCASINES"
"011430/T-2","MOCASINES"
"012071/T-2","MOCASINES"
"013127/T-2","MOCASINES"
"012288/T-2","MOCASINES"
"015349/T-2","MOCASINES"
"011857/T-2","MOCASINES"
"013660/T-2","MOCASINES"
"011525/T-2","MOCASINES"
"012651/T-2","MOCASINES"
"011419/T-2","MOCASINES"
"013787/T-2","MOCASINES"
"013852/T-2","MOCASINES"
"012335/T-2","MOCASINES"
"015369/T-2","MOCASINES"
"017216/T-2","MOCASINES"
"011215/T-2","MOCASINES"
"011477/T-2","MOCASINES"
"012285/T-2","MOCASINES"
"011850/T-2","MOCASINES"
"012398/T-2","MOCASINES"
"012455/T-2","MOCASINES"
"015039/T-2","MOCASINES"
"016318/T-2","MOCASINES"
"014376/T-2","MOCASINES"
"015038/T-2","MOCASINES"
"013770/T-2","MOCASINES"
"012137/T-2","MOCASINES"
"012092/T-2","MOCASINES"
"011481/T-2","MOCASINES"
"013364/T-2","MOCASINES"
"011431/T-2","MOCASINES"
"011592/T-2","MOCASINES"
"012126/T-2","MOCASINES"
"011173/T-2","MOCASINES"
"011805/T-2","MOCASINES"
"015565/T-2","MOCASINES"
"014104/T-2","MOCASINES"
"016317/T-2","MOCASINES"
"012258/T-2","MOCASINES"
"011599/T-2","MOCASINES"
"016229/T-2","MOCASINES"
"014587/T-2","MOCASINES"
"015665/T-2","MONEDERO"
"014222/T-2","MONEDERO"
"012536/T-2","MONEDERO"
"017181/T-2","MONEDERO"
"012674/T-2","MONEDERO"
"014251/T-2","MONEDERO"
"014994/T-2","MONEDERO"
"014047/T-2","MONEDERO"
"014252/T-2","MONEDERO"
"015966/T-2","MONEDERO"
"016254/T-2","MONEDERO"
"016670/T-2","MONEDERO"
"012675/T-2","MONEDERO"
"013731/T-2","MONEDERO"
"015260/T-2","MONEDERO"
"017163/T-2","MONEDERO"
"011470/T-2","MONEDERO"
"013411/T-2","MONEDERO"
"012538/T-2","MONEDERO"
"014120/T-2","MONEDERO"
"012002/T-2","MONEDERO"
"012673/T-2","MONEDERO"
"014204/T-2","MONEDERO"
"011391/T-2","MONEDERO"
"015344/T-2","MONEDERO"
"015027/T-2","MONEDERO"
"016596/T-2","MONEDERO"
"014905/T-2","MONEDERO"
"016685/T-2","MONEDERO"
"012692/T-2","MONEDERO"
"015923/T-2","MONEDERO"
"015059/T-2","MONEDERO"
"015807/T-2","MONEDERO"
"014382/T-2","MONEDERO"
"016646/T-2","MONEDERO"
"014687/T-2","MONEDERO"
"016471/T-2","MONEDERO"
"016616/T-2","MONEDERO"
"012436/T-2","MONEDERO"
"013832/T-2","MONEDERO"
"015245/T-2","MONEDERO"
"013126/T-2","MONEDERO"
"016281/T-2","MONEDERO"
"013900/T-2","MONEDERO"
"014419/T-2","MONEDERO"
"012133/T-2","MONEDERO"
"015495/T-2","MONEDERO"
"013173/T-2","MONEDERO"
"011819/T-2","MONEDERO"
"015983/T-2","MONEDERO"
"014637/T-2","MONEDERO"
"014623/T-2","MONEDERO"
"014623/T-2","MONEDERO"
"016449/T-2","MONEDERO"
"012237/T-2","MONEDERO"
"015189/T-2","MONEDERO"
"015627/T-2","MONEDERO"
"013172/T-2","MONEDERO"
"013757/T-2","MONEDERO"
"013174/T-2","MONEDERO"
"014696/T-2","MONEDERO"
"015676/T-2","MONEDERO"
"012290/T-2","MONEDERO"
"012031/T-2","MONEDERO"
"017025/T-2","MONEDERO"
"015157/T-2","MONEDERO"
"015515/T-2","MONEDERO"
"011157/T-2","MONEDERO"
"012731/T-2","MONEDERO"
"012067/T-2","MONEDERO"
"015851/T-2","MONEDERO"
"014568/T-2","MONEDERO"
"016787/T-2","MONEDERO"
"014506/T-2","MONEDERO"
"015345/T-2","MONEDERO"
"014715/T-2","MONEDERO"
"014539/T-2","PLANTILLAS"
"013869/T-2","PLANTILLAS"
"015830/T-2","PLANTILLAS"
"012759/T-2","PLANTILLAS"
"013077/T-2","PLANTILLAS"
"013349/T-2","PLANTILLAS"
"016384/T-2","PLANTILLAS"
"011957/T-2","PLANTILLAS"
"012435/T-2","PLANTILLAS"
"016269/T-2","PLANTILLAS"
"016944/T-2","PLANTILLAS"
"011752/T-2","PLANTILLAS"
"014611/T-2","PLANTILLAS"
"012014/T-2","PLANTILLAS"
"012661/T-2","PLANTILLAS"
"013188/T-2","PLANTILLAS"
"015260/T-2","PLANTILLAS"
"016667/T-2","PLANTILLAS"
"015922/T-2","PLANTILLAS"
"017161/T-2","PLANTILLAS"
"013538/T-2","PLANTILLAS"
"013085/T-2","PLANTILLAS"
"014167/T-2","PLANTILLAS"
"012042/T-2","PLANTILLAS"
"016823/T-2","PLANTILLAS"
"016120/T-2","PLANTILLAS"
"016842/T-2","PLANTILLAS"
"016155/T-2","PLANTILLAS"
"013193/T-2","PLANTILLAS"
"016883/T-2","PLANTILLAS"
"011956/T-2","PLANTILLAS"
"016208/T-2","PLANTILLAS"
"014413/T-2","PLANTILLAS"
"014114/T-2","PLANTILLAS"
"015924/T-2","PLANTILLAS"
"016639/T-2","PLANTILLAS"
"016401/T-2","PLANTILLAS"
"011924/T-2","PLANTILLAS"
"012014/T-2","PLANTILLAS"
"013684/T-2","PLANTILLAS"
"012247/T-2","PLANTILLAS"
"014920/T-2","PLANTILLAS"
"017161/T-2","PLANTILLAS"
"015917/T-2","PLANTILLAS"
"011837/T-2","PLANTILLAS"
"013465/T-2","PLANTILLAS"
"011461/T-2","PLANTILLAS"
"016120/T-2","PLANTILLAS"
"011648/T-2","PLANTILLAS"
"014812/T-2","PLANTILLAS"
"011440/T-2","PLANTILLAS"
"015806/T-2","PLANTILLAS"
"013193/T-2","PLANTILLAS"
"016207/T-2","PLANTILLAS"
"012102/T-2","PLANTILLAS"
"014386/T-2","PLANTILLAS"
"015011/T-2","PLANTILLAS"
"014285/T-2","PLANTILLAS"
"011461/T-2","PLANTILLAS"
"016715/T-2","PLANTILLAS"
"016504/T-2","PLANTILLAS"
"016434/T-2","PLANTILLAS"
"015830/T-2","PLANTILLAS"
"016929/T-2","PLANTILLAS"
"016455/T-2","PLANTILLAS"
"016514/T-2","PLANTILLAS"
"011467/T-2","PLANTILLAS"
"015965/T-2","PLANTILLAS"
"016813/T-2","PLANTILLAS"
"012433/T-2","PLANTILLAS"
"012594/T-2","PLANTILLAS"
"016155/T-2","PLANTILLAS"
"016826/T-2","PLANTILLAS"
"014688/T-2","PLANTILLAS"
"012017/T-2","PLANTILLAS"
"014611/T-2","PLANTILLAS"
"011930/T-2","PLANTILLAS"
"016728/T-2","PLANTILLAS"
"017169/T-2","PLANTILLAS"
"016768/T-2","PLANTILLAS"
"017350/T-2","PLANTILLAS"
"015965/T-2","PLANTILLAS"
"016263/T-2","PLANTILLAS"
"014819/T-2","PLANTILLAS"
"016439/T-2","PLANTILLAS"
"013162/T-2","PLANTILLAS"
"015802/T-2","PLANTILLAS"
"014358/T-2","PLANTILLAS"
"013316/T-2","PLANTILLAS"
"012133/T-2","PLANTILLAS"
"016638/T-2","PLANTILLAS"
"016997/T-2","PLANTILLAS"
"015884/T-2","PLANTILLAS"
"012186/T-2","PLANTILLAS"
"012613/T-2","PLANTILLAS"
"017048/T-2","PLANTILLAS"
"014733/T-2","PLANTILLAS"
"012059/T-2","PLANTILLAS"
"015913/T-2","PLANTILLAS"
"012623/T-2","PLANTILLAS"
"014693/T-2","PLANTILLAS"
"016193/T-2","PLANTILLAS"
"015884/T-2","PLANTILLAS"
"013004/T-2","PLANTILLAS"
"016097/T-2","PLANTILLAS"
"016085/T-2","PLANTILLAS"
"014085/T-2","PLANTILLAS"
"011237/T-2","PLANTILLAS"
"016261/T-2","PLANTILLAS"
"016431/T-2","PLANTILLAS"
"012392/T-2","PLANTILLAS"
"011643/T-2","PLANTILLAS"
"016404/T-2","PLANTILLAS"
"016182/T-2","PLANTILLAS"
"016140/T-2","PLANTILLAS"
"013004/T-2","PLANTILLAS"
"011273/T-2","PLANTILLAS"
"016759/T-2","PLANTILLAS"
"015885/T-2","PLANTILLAS"
"016264/T-2","PLANTILLAS"
"015030/T-2","PLANTILLAS"
"016920/T-2","PLANTILLAS"
"016248/T-2","PLANTILLAS"
"011410/T-2","PLANTILLAS"
"012134/T-2","PLANTILLAS"
"016700/T-2","PLANTILLAS"
"011126/T-2","PLANTILLAS"
"011288/T-2","PLANTILLAS"
"011360/T-2","PLANTILLAS"
"016800/T-2","PLANTILLAS"
"016578/T-2","PLANTILLAS"
"013479/T-2","PLANTILLAS"
"017071/T-2","PLANTILLAS"
"017197/T-2","PLANTILLAS"
"016572/T-2","PLANTILLAS"
"012181/T-2","PLANTILLAS"
"017160/T-2","PLANTILLAS"
"014424/T-2","PLANTILLAS"
"015852/T-2","PLANTILLAS"
"017156/T-2","PLANTILLAS"
"014854/T-2","PLANTILLAS"
"015049/T-2","PLANTILLAS"
"015816/T-2","PLANTILLAS"
"016434/T-2","PLANTILLAS"
"016916/T-2","PLANTILLAS"
"012409/T-2","PLANTILLAS"
"016649/T-2","PLANTILLAS"
"017071/T-2","PLANTILLAS"
"013088/T-2","PLANTILLAS"
"017255/T-2","PLANTILLAS"
"012841/T-2","PLANTILLAS"
"014737/T-2","PLANTILLAS"
"016758/T-2","PLANTILLAS"
"017196/T-2","PLANTILLAS"
"015885/T-2","PLANTILLAS"
"012544/T-2","PLANTILLAS"
"015267/T-2","PLANTILLAS"
"015091/T-2","PLANTILLAS"
"011995/T-2","PLANTILLAS"
"017156/T-2","PLANTILLAS"
"011737/T-2","PLANTILLAS"
"013025/T-2","PLANTILLAS"
"015756/T-2","PLANTILLAS"
"016688/T-2","PLANTILLAS"
"016048/T-2","PLANTILLAS"
"015807/T-2","PLANTILLAS"
"016909/T-2","PLANTILLAS"
"015005/T-2","PLANTILLAS"
"013125/T-2","PLANTILLAS"
"015991/T-2","PLANTILLAS"
"017142/T-2","PLANTILLAS"
"014325/T-2","PLANTILLAS"
"015916/T-2","PLANTILLAS"
"016357/T-2","PLANTILLAS"
"016217/T-2","PLANTILLAS"
"012130/T-2","PLANTILLAS"
"014689/T-2","PLANTILLAS"
"016426/T-2","PLANTILLAS"
"016911/T-2","PLANTILLAS"
"014550/T-2","PLANTILLAS"
"016424/T-2","PLANTILLAS"
"014863/T-2","PLANTILLAS"
"016426/T-2","PLANTILLAS"
"011949/T-2","PLANTILLAS"
"011664/T-2","PLANTILLAS"
"011360/T-2","PLANTILLAS"
"016094/T-2","PLANTILLAS"
"011145/T-2","PLANTILLAS"
"016378/T-2","PLANTILLAS"
"014535/T-2","PLANTILLAS"
"012624/T-2","PLANTILLAS"
"012138/T-2","PLANTILLAS"
"015161/T-2","PLANTILLAS"
"016178/T-2","PLANTILLAS"
"011257/T-2","PLANTILLAS"
"015169/T-2","PLANTILLAS"
"014663/T-2","PLANTILLAS"
"016732/T-2","PLANTILLAS"
"012730/T-2","PLANTILLAS"
"015159/T-2","PLANTILLAS"
"016180/T-2","PLANTILLAS"
"015973/T-2","PLANTILLAS"
"014425/T-2","PLANTILLAS"
"014769/T-2","PLANTILLAS"
"014073/T-2","PLANTILLAS"
"014982/T-2","PLANTILLAS"
"014769/T-2","PLANTILLAS"
"014792/T-2","PLANTILLAS"
"015239/T-2","SANDALIAS"
"015236/T-2","SANDALIAS"
"012277/T-2","SANDALIAS"
"015240/T-2","SANDALIAS"
"012292/T-2","SANDALIAS"
"012278/T-2","SANDALIAS"
"013878/T-2","SANDALIAS"
"012239/T-2","SANDALIAS"
"012518/T-2","SANDALIAS"
"015025/T-2","SANDALIAS"
"013882/T-2","SANDALIAS"
"015059/T-2","SANDALIAS"
"013176/T-2","SANDALIAS"
"013558/T-2","SANDALIAS"
"014842/T-2","SANDALIAS"
"014811/T-2","SANDALIAS"
"013527/T-2","SANDALIAS"
"016171/T-2","SANDALIAS"
"014460/T-2","SANDALIAS"
"015326/T-2","SANDALIAS"
"013252/T-2","SANDALIAS"
"013150/T-2","SANDALIAS"
"014916/T-2","SANDALIAS"
"015042/T-2","SANDALIAS"
"015267/T-2","SANDALIAS"
"012518/T-2","SANDALIAS"
"011339/T-2","SANDALIAS"
"013593/T-2","SANDALIAS"
"014666/T-2","SANDALIAS"
"014633/T-2","SANDALIAS"
"012528/T-2","SANDALIAS"
"011475/T-2","SANDALIAS"
"015184/T-2","SANDALIAS"
"015181/T-2","SANDALIAS"
"014560/T-2","SANDALIAS"
"013150/T-2","SANDALIAS"
"012345/T-2","SANDALIAS"
"012896/T-2","SANDALIAS"
"014928/T-2","SANDALIAS"
"014784/T-2","SANDALIAS"
"013990/T-2","SANDALIAS"
"011811/T-2","SANDALIAS"
"012254/T-2","SANDALIAS"
"013170/T-2","SANDALIAS"
"015406/T-2","SANDALIAS"
"014453/T-2","SANDALIAS"
"012897/T-2","SANDALIAS"
"012808/T-2","SANDALIAS"
"013141/T-2","SANDALIAS"
"015253/T-2","SANDALIAS"
"012894/T-2","SANDALIAS"
"013023/T-2","SANDALIAS"
"013223/T-2","SANDALIAS"
"015168/T-2","SANDALIAS"
"012748/T-2","SANDALIAS"
"013919/T-2","SANDALIAS"
"012974/T-2","SANDALIAS"
"016697/T-2","SANDALIAS"
"012666/T-2","SANDALIAS"
"012678/T-2","SANDALIAS"
"014011/T-2","SANDALIAS"
"012967/T-2","SANDALIAS"
"011815/T-2","SANDALIAS"
"014906/T-2","SANDALIAS"
"014810/T-2","SANDALIAS"
"012006/T-2","SANDALIAS"
"012408/T-2","SANDALIAS"
"015001/T-2","SANDALIAS"
"012386/T-2","SANDALIAS"
"013093/T-2","SANDALIAS"
"012617/T-2","SANDALIAS"
"012597/T-2","SANDALIAS"
"014012/T-2","SANDALIAS"
"014340/T-2","SANDALIAS"
"011267/T-2","SANDALIAS"
"014404/T-2","SANDALIAS"
"012194/T-2","SANDALIAS"
"012175/T-2","SANDALIAS"
"013293/T-2","SANDALIAS"
"012838/T-2","SANDALIAS"
"012058/T-2","SANDALIAS"
"014470/T-2","SANDALIAS"
"014437/T-2","SANDALIAS"
"014159/T-2","SANDALIAS"
"013868/T-2","SANDALIAS"
"014824/T-2","SANDALIAS"
"011702/T-2","SANDALIAS"
"011934/T-2","SANDALIAS"
"014106/T-2","SANDALIAS"
"013314/T-2","SANDALIAS"
"013530/T-2","SANDALIAS"
"014759/T-2","SANDALIAS"
"015319/T-2","SANDALIAS"
"013235/T-2","SANDALIAS"
"014463/T-2","SANDALIAS"
"012530/T-2","SANDALIAS"
"014778/T-2","SANDALIAS"
"012461/T-2","SANDALIAS"
"014809/T-2","SANDALIAS"
"013330/T-2","SANDALIAS"
"013829/T-2","SANDALIAS"
"015187/T-2","SANDALIAS"
"015322/T-2","SANDALIAS"
"013551/T-2","SANDALIAS"
"012916/T-2","SANDALIAS"
"013826/T-2","SANDALIAS"
"014781/T-2","SANDALIAS"
"013300/T-2","SANDALIAS"
"012202/T-2","SANDALIAS"
"015160/T-2","SANDALIAS"
"015294/T-2","SANDALIAS"
"013652/T-2","SANDALIAS"
"015254/T-2","SANDALIAS"
"014824/T-2","SANDALIAS"
"014794/T-2","SANDALIAS"
"013786/T-2","SANDALIAS"
"014134/T-2","SANDALIAS"
"013269/T-2","SANDALIAS"
"012806/T-2","SANDALIAS"
"014319/T-2","SANDALIAS"
"012989/T-2","SANDALIAS"
"012259/T-2","SANDALIAS"
"014431/T-2","SANDALIAS"
"011490/T-2","SANDALIAS"
"013643/T-2","SANDALIAS"
"013642/T-2","SANDALIAS"
"014705/T-2","SANDALIAS"
"014598/T-2","SANDALIAS"
"013089/T-2","SANDALIAS"
"011347/T-2","SANDALIAS"
"013005/T-2","SANDALIAS"
"015065/T-2","SANDALIAS"
"012992/T-2","SANDALIAS"
"013375/T-2","SANDALIAS"
"013331/T-2","SANDALIAS"
"012321/T-2","SANDALIAS"
"012331/T-2","SANDALIAS"
"014993/T-2","SANDALIAS"
"013331/T-2","SANDALIAS"
"013283/T-2","SANDALIAS"
"014143/T-2","SANDALIAS"
"012529/T-2","SANDALIAS"
"012521/T-2","SANDALIAS"
"012424/T-2","SANDALIAS"
"014777/T-2","SANDALIAS"
"015168/T-2","SANDALIAS"
"014361/T-2","SANDALIAS"
"015185/T-2","SANDALIAS"
"012530/T-2","SANDALIAS"
"015041/T-2","SANDALIAS"
"013274/T-2","SANDALIAS"
"013774/T-2","SANDALIAS"
"012930/T-2","SANDALIAS"
"012529/T-2","SANDALIAS"
"012361/T-2","SANDALIAS"
"012605/T-2","SANDALIAS"
"012952/T-2","PLATAFORMAS"
"012954/T-2","PLATAFORMAS"
"013224/T-2","PLATAFORMAS"
"011710/T-2","PLATAFORMAS"
"011668/T-2","PLATAFORMAS"
"011654/T-2","PLATAFORMAS"
"013162/T-2","PLATAFORMAS"
"013145/T-2","PLATAFORMAS"
"012817/T-2","PLATAFORMAS"
"011796/T-2","PLATAFORMAS"
"013153/T-2","PLATAFORMAS"
"013278/T-2","PLATAFORMAS"
"013128/T-2","PLATAFORMAS"
"016877/T-2","PLATAFORMAS"
"012784/T-2","PLATAFORMAS"
"012474/T-2","PLATAFORMAS"
"011753/T-2","PLATAFORMAS"
"013637/T-2","PLATAFORMAS"
"011716/T-2","PLATAFORMAS"
"013014/T-2","PLATAFORMAS"
"013014/T-2","PLATAFORMAS"
"011370/T-2","PLATAFORMAS"
"014206/T-2","PLATAFORMAS"
"011850/T-2","PLATAFORMAS"
"014839/T-2","PLATAFORMAS"
"014705/T-2","PLATAFORMAS"
"013378/T-2","PLATAFORMAS"
"011861/T-2","PLATAFORMAS"
"014945/T-2","PLATAFORMAS"
"011722/T-2","PLATAFORMAS"
"011309/T-2","PLATAFORMAS"
"013099/T-2","PLATAFORMAS"
"012105/T-2","PLATAFORMAS"
"013778/T-2","PLATAFORMAS"
"012829/T-2","PLATAFORMAS"
"011100/T-2","PLATAFORMAS"
"013483/T-2","PLATAFORMAS"
"013202/T-2","PLATAFORMAS"
"015132/T-2","PLATAFORMAS"
"014693/T-2","PLATAFORMAS"
"013011/T-2","PLATAFORMAS"
"012762/T-2","PLATAFORMAS"
"011596/T-2","PLATAFORMAS"
"011661/T-2","PLATAFORMAS"
"012078/T-2","PLATAFORMAS"
"012077/T-2","PLATAFORMAS"
"014946/T-2","PLATAFORMAS"
"011556/T-2","PLATAFORMAS"
"013715/T-2","PLATAFORMAS"
"013455/T-2","PLATAFORMAS"
"013014/T-2","PLATAFORMAS"
"012763/T-2","PLATAFORMAS"
"011503/T-2","PLATAFORMAS"
"013201/T-2","PLATAFORMAS"
"012208/T-2","PLATAFORMAS"
"013856/T-2","PLATAFORMAS"
"014607/T-2","PLATAFORMAS"
"014804/T-2","PLATAFORMAS"
"014575/T-2","PLATAFORMAS"
"012872/T-2","PLATAFORMAS"
"011373/T-2","PLATAFORMAS"
"014748/T-2","PLATAFORMAS"
"014738/T-2","PLATAFORMAS"
"011830/T-2","PLATAFORMAS"
"012752/T-2","PLATAFORMAS"
"014668/T-2","PLATAFORMAS"
"013200/T-2","PLATAFORMAS"
"011721/T-2","PLATAFORMAS"
"013862/T-2","PLATAFORMAS"
"012685/T-2","PLATAFORMAS"
"012180/T-2","PLATAFORMAS"
"013154/T-2","PLATAFORMAS"
"014595/T-2","PLATAFORMAS"
"011914/T-2","PLATAFORMAS"
"013300/T-2","PLATAFORMAS"
"011359/T-2","PLATAFORMAS"
"014521/T-2","PLATAFORMAS"
"014490/T-2","PLATAFORMAS"
"013235/T-2","PLATAFORMAS"
"012193/T-2","PLATAFORMAS"
"011915/T-2","PLATAFORMAS"
"012123/T-2","PLATAFORMAS"
"011381/T-2","PLATAFORMAS"
"011374/T-2","PLATAFORMAS"
"012595/T-2","PLATAFORMAS"
"013966/T-2","PLATAFORMAS"
"014879/T-2","PLATAFORMAS"
"012748/T-2","PLATAFORMAS"
"014416/T-2","PLATAFORMAS"
"011727/T-2","PLATAFORMAS"
"011954/T-2","PLATAFORMAS"
"013865/T-2","PLATAFORMAS"
"011439/T-2","PLATAFORMAS"
"011649/T-2","PLATAFORMAS"
"011832/T-2","PLATAFORMAS"
"013727/T-2","PLATAFORMAS"
"012206/T-2","PLATAFORMAS"
"011669/T-2","PLATAFORMAS"
"012639/T-2","PLATAFORMAS"
"012873/T-2","PLATAFORMAS"
"013076/T-2","PLATAFORMAS"
"015331/T-2","PLATAFORMAS"
"015124/T-2","PLATAFORMAS"
"012273/T-2","PLATAFORMAS"
"011520/T-2","PLATAFORMAS"
"011482/T-2","PLATAFORMAS"
"014833/T-2","PLATAFORMAS"
"014824/T-2","PLATAFORMAS"
"011650/T-2","PLATAFORMAS"
"012829/T-2","PLATAFORMAS"
"011833/T-2","PLATAFORMAS"
"011564/T-2","PLATAFORMAS"
"013019/T-2","PLATAFORMAS"
"013234/T-2","PLATAFORMAS"
"013409/T-2","PLATAFORMAS"
"011183/T-2","PLATAFORMAS"
"011499/T-2","PLATAFORMAS"
"011101/T-2","PLATAFORMAS"
"011099/T-2","PLATAFORMAS"
"011625/T-2","PLATAFORMAS"
"011409/T-2","PLATAFORMAS"
"012334/T-2","PLATAFORMAS"
"012621/T-2","PLATAFORMAS"
"012879/T-2","PLATAFORMAS"
"013276/T-2","PLATAFORMAS"
"011778/T-2","PLATAFORMAS"
"013277/T-2","PLATAFORMAS"
"011872/T-2","PLATAFORMAS"
"011862/T-2","PLATAFORMAS"
"015368/T-2","PLATAFORMAS"
"017240/T-2","BOLSA"
"015927/T-2","BOLSA"
"017118/T-2","BOLSA"
"016597/T-2","BOLSA"
"016812/T-2","BOLSA"
"015938/T-2","BOLSA"
"017107/T-2","BOLSA"
"015939/T-2","BOLSA"
"015638/T-2","BOLSA"
"016536/T-2","BOLSA"
"012791/T-2","SNEAKERS"
"012760/T-2","SNEAKERS"
"017244/T-2","SNEAKERS"
"012847/T-2","SNEAKERS"
"012473/T-2","SNEAKERS"
"013073/T-2","SNEAKERS"
"016682/T-2","SNEAKERS"
"013509/T-2","SNEAKERS"
"014772/T-2","SNEAKERS"
"012850/T-2","SNEAKERS"
"014405/T-2","SNEAKERS"
"016575/T-2","SNEAKERS"
"012635/T-2","SNEAKERS"
"015061/T-2","SNEAKERS"
"014709/T-2","SNEAKERS"
"015308/T-2","SNEAKERS"
"016742/T-2","SNEAKERS"
"012563/T-2","SNEAKERS"
"012997/T-2","SNEAKERS"
"014812/T-2","SNEAKERS"
"013439/T-2","SNEAKERS"
"013027/T-2","SNEAKERS"
"013203/T-2","SNEAKERS"
"016763/T-2","SNEAKERS"
"013659/T-2","SNEAKERS"
"014841/T-2","SNEAKERS"
"012847/T-2","SNEAKERS"
"017123/T-2","SNEAKERS"
"012948/T-2","SNEAKERS"
"013917/T-2","SNEAKERS"
"014664/T-2","SNEAKERS"
"014271/T-2","SNEAKERS"
"011750/T-2","SNEAKERS"
"016496/T-2","SNEAKERS"
"012748/T-2","SNEAKERS"
"015549/T-2","SNEAKERS"
"012950/T-2","SNEAKERS"
"012953/T-2","SNEAKERS"
"016616/T-2","SNEAKERS"
"017182/T-2","SNEAKERS"
"015257/T-2","SNEAKERS"
"012656/T-2","SNEAKERS"
"016304/T-2","SNEAKERS"
"013255/T-2","SNEAKERS"
"014113/T-2","SNEAKERS"
"013809/T-2","SNEAKERS"
"016071/T-2","SNEAKERS"
"012561/T-2","SNEAKERS"
"011712/T-2","SNEAKERS"
"013617/T-2","SNEAKERS"
"013871/T-2","SNEAKERS"
"012979/T-2","SNEAKERS"
"016008/T-2","SNEAKERS"
"012657/T-2","SNEAKERS"
"013203/T-2","SNEAKERS"
"016194/T-2","SNEAKERS"
"013883/T-2","SNEAKERS"
"013072/T-2","SNEAKERS"
"016701/T-2","SNEAKERS"
"015487/T-2","SNEAKERS"
"017251/T-2","SNEAKERS"
"016681/T-2","SNEAKERS"
"012994/T-2","SNEAKERS"
"017139/T-2","SNEAKERS"
"015051/T-2","SNEAKERS"
"014439/T-2","SNEAKERS"
"015393/T-2","SNEAKERS"
"015526/T-2","SNEAKERS"
"013529/T-2","SNEAKERS"
"013309/T-2","SNEAKERS"
"013895/T-2","SNEAKERS"
"012861/T-2","SNEAKERS"
"017185/T-2","SNEAKERS"
"013854/T-2","SNEAKERS"
"016390/T-2","SNEAKERS"
"013231/T-2","SNEAKERS"
"013008/T-2","SNEAKERS"
"015862/T-2","SNEAKERS"
"014661/T-2","SNEAKERS"
"015851/T-2","SNEAKERS"
"013384/T-2","SNEAKERS"
"013191/T-2","SNEAKERS"
"017148/T-2","SNEAKERS"
"012562/T-2","SNEAKERS"
"017008/T-2","SNEAKERS"
"013027/T-2","SNEAKERS"
"013868/T-2","SNEAKERS"
"013019/T-2","SNEAKERS"
"011794/T-2","SNEAKERS"
"012612/T-2","SNEAKERS"
"015105/T-2","SNEAKERS"
"013667/T-2","SNEAKERS"
"013923/T-2","SNEAKERS"
"012510/T-2","SNEAKERS"
"012330/T-2","SNEAKERS"
"011736/T-2","SNEAKERS"
"013384/T-2","SNEAKERS"
"013636/T-2","SNEAKERS"
"014158/T-2","SNEAKERS"
"013544/T-2","SNEAKERS"
"016309/T-2","SNEAKERS"
"014426/T-2","SNEAKERS"
"012862/T-2","SNEAKERS"
"012457/T-2","SNEAKERS"
"012809/T-2","SNEAKERS"
"013729/T-2","SNEAKERS"
"012636/T-2","SNEAKERS"
"016893/T-2","SNEAKERS"
"013552/T-2","SNEAKERS"
"013551/T-2","SNEAKERS"
"013877/T-2","SNEAKERS"
"014480/T-2","SNEAKERS"
"015542/T-2","SNEAKERS"
"016568/T-2","SNEAKERS"
"014116/T-2","SNEAKERS"
"014371/T-2","SNEAKERS"
"012594/T-2","SNEAKERS"
"016799/T-2","SNEAKERS"
"014516/T-2","SNEAKERS"
"017227/T-2","SNEAKERS"
"012896/T-2","SNEAKERS"
"016777/T-2","SNEAKERS"
"013465/T-2","SNEAKERS"
"012564/T-2","SNEAKERS"
"016995/T-2","SNEAKERS"
"012937/T-2","SNEAKERS"
"013437/T-2","SNEAKERS"
"014887/T-2","SNEAKERS"
"015020/T-2","SNEAKERS"
"013486/T-2","SNEAKERS"
"011827/T-2","SNEAKERS"
"012570/T-2","SNEAKERS"
"013996/T-2","SNEAKERS"
"012639/T-2","SNEAKERS"
"013384/T-2","SNEAKERS"
"016503/T-2","SNEAKERS"
"013386/T-2","SNEAKERS"
"011956/T-2","SNEAKERS"
"013620/T-2","SNEAKERS"
"013617/T-2","SNEAKERS"
"013700/T-2","SNEAKERS"
"013168/T-2","SNEAKERS"
"015814/T-2","SNEAKERS"
"012684/T-2","SNEAKERS"
"012683/T-2","SNEAKERS"
"013351/T-2","SNEAKERS"
"014607/T-2","SNEAKERS"
"013232/T-2","SNEAKERS"
"013935/T-2","SNEAKERS"
"013421/T-2","SNEAKERS"
"016523/T-2","SNEAKERS"
"015665/T-2","SNEAKERS"
"014477/T-2","SNEAKERS"
"014996/T-2","SNEAKERS"
"016885/T-2","SNEAKERS"
"014771/T-2","SNEAKERS"
"012628/T-2","SNEAKERS"
"014068/T-2","SNEAKERS"
